history_id,customer_id,old_plan_id,new_plan_id,change_date,change_reason
PH0003215,C0003152,PL011,PL008,02-05-2024,Offer Migration
PH0003216,C0003153,PL019,PL021,22-07-2017,Downgrade
PH0003217,C0003153,PL021,PL010,09-08-2020,Downgrade
PH0003218,C0003153,PL010,PL011,10-08-2024,Customer Request
PH0003219,C0003154,PL010,PL014,25-02-2021,Offer Migration
PH0003220,C0003154,PL014,PL001,23-11-2018,Customer Request
PH0003221,C0003154,PL001,PL016,27-11-2023,Offer Migration
PH0003222,C0003155,PL002,PL023,20-08-2023,Offer Migration
PH0003223,C0003156,PL001,PL015,07-12-2021,Upgrade
PH0003224,C0003156,PL015,PL017,03-08-2024,Customer Request
PH0003225,C0003156,PL017,PL011,26-11-2024,Downgrade
PH0003226,C0003157,PL001,PL008,28-07-2024,Offer Migration
PH0003227,C0003157,PL008,PL018,14-03-2025,Customer Request
PH0003228,C0003164,PL012,PL020,28-03-2025,Customer Request
PH0003229,C0003164,PL020,PL006,19-04-2025,Customer Request
PH0003230,C0003164,PL006,PL013,27-03-2025,Customer Request
PH0003231,C0003165,PL009,PL025,25-01-2024,Upgrade
PH0003232,C0003165,PL025,PL021,12-12-2023,Customer Request
PH0003233,C0003168,PL006,PL018,04-10-2016,Customer Request
PH0003234,C0003168,PL018,PL019,18-09-2023,Offer Migration
PH0003235,C0003168,PL019,PL002,31-01-2020,Downgrade
PH0003236,C0003171,PL004,PL019,03-11-2022,Offer Migration
PH0003237,C0003171,PL019,PL023,14-06-2022,Customer Request
PH0003238,C0003171,PL023,PL012,03-05-2019,Offer Migration
PH0003239,C0003172,PL010,PL001,28-06-2021,Offer Migration
PH0003240,C0003175,PL013,PL007,24-07-2014,Customer Request
PH0003241,C0003177,PL025,PL019,08-01-2022,Upgrade
PH0003242,C0003177,PL019,PL022,23-12-2022,Customer Request
PH0003243,C0003177,PL022,PL015,25-11-2022,Customer Request
PH0003244,C0003178,PL002,PL021,19-02-2019,Offer Migration
PH0003245,C0003179,PL001,PL017,19-04-2022,Offer Migration
PH0003246,C0003179,PL017,PL005,14-11-2023,Downgrade
PH0003247,C0003179,PL005,PL025,27-05-2023,Downgrade
PH0003248,C0003181,PL007,PL020,09-02-2023,Downgrade
PH0003249,C0003181,PL020,PL001,17-05-2022,Downgrade
PH0003250,C0003181,PL001,PL009,27-10-2022,Offer Migration
PH0003251,C0003185,PL006,PL021,06-03-2025,Downgrade
PH0003252,C0003185,PL021,PL017,29-04-2024,Offer Migration
PH0003253,C0003188,PL021,PL008,30-03-2024,Downgrade
PH0003254,C0003188,PL008,PL022,03-05-2024,Upgrade
PH0003255,C0003189,PL001,PL007,16-09-2025,Offer Migration
PH0003256,C0003189,PL007,PL006,04-12-2024,Upgrade
PH0003257,C0003191,PL015,PL014,23-04-2021,Downgrade
PH0003258,C0003192,PL001,PL004,07-03-2023,Upgrade
PH0003259,C0003194,PL012,PL019,10-08-2025,Downgrade
PH0003260,C0003194,PL019,PL005,09-03-2025,Customer Request
PH0003261,C0003195,PL002,PL025,03-10-2022,Upgrade
PH0003262,C0003196,PL014,PL013,02-03-2023,Downgrade
PH0003263,C0003196,PL013,PL024,01-07-2019,Downgrade
PH0003264,C0003196,PL024,PL017,03-12-2020,Customer Request
PH0003265,C0003201,PL004,PL014,13-12-2024,Upgrade
PH0003266,C0003201,PL014,PL020,03-03-2025,Upgrade
PH0003267,C0003201,PL020,PL007,16-02-2025,Downgrade
PH0003268,C0003204,PL003,PL023,27-06-2024,Offer Migration
PH0003269,C0003204,PL023,PL013,10-10-2024,Offer Migration
PH0003270,C0003205,PL019,PL006,17-09-2024,Upgrade
PH0003271,C0003206,PL020,PL008,28-09-2017,Offer Migration
PH0003272,C0003206,PL008,PL004,25-03-2018,Offer Migration
PH0003273,C0003206,PL004,PL008,06-08-2016,Offer Migration
PH0003274,C0003207,PL006,PL024,14-05-2019,Downgrade
PH0003275,C0003207,PL024,PL012,15-04-2018,Upgrade
PH0003276,C0003207,PL012,PL011,14-02-2020,Upgrade
PH0003277,C0003209,PL017,PL004,11-11-2019,Customer Request
PH0003278,C0003210,PL013,PL009,23-07-2023,Customer Request
PH0003279,C0003213,PL001,PL011,21-09-2022,Customer Request
PH0003280,C0003213,PL011,PL007,31-05-2023,Offer Migration
PH0003281,C0003213,PL007,PL016,26-02-2023,Offer Migration
PH0003282,C0003217,PL009,PL025,11-04-2024,Upgrade
PH0003283,C0003217,PL025,PL024,26-11-2021,Downgrade
PH0003284,C0003217,PL024,PL014,17-03-2024,Upgrade
PH0003285,C0003219,PL003,PL016,27-04-2023,Downgrade
PH0003286,C0003219,PL016,PL020,09-06-2023,Downgrade
PH0003287,C0003221,PL025,PL006,21-07-2022,Offer Migration
PH0003288,C0003221,PL006,PL008,25-04-2016,Downgrade
PH0003289,C0003221,PL008,PL001,11-12-2020,Upgrade
PH0003290,C0003222,PL016,PL008,29-07-2023,Downgrade
PH0003291,C0003222,PL008,PL007,24-03-2018,Offer Migration
PH0003292,C0003223,PL002,PL001,24-06-2025,Customer Request
PH0003293,C0003223,PL001,PL022,25-01-2025,Upgrade
PH0003294,C0003224,PL017,PL012,20-02-2023,Upgrade
PH0003295,C0003224,PL012,PL024,13-10-2023,Upgrade
PH0003296,C0003224,PL024,PL001,18-06-2025,Offer Migration
PH0003297,C0003225,PL001,PL020,12-06-2023,Customer Request
PH0003298,C0003225,PL020,PL025,07-12-2022,Offer Migration
PH0003299,C0003225,PL025,PL006,07-04-2023,Upgrade
PH0003300,C0003226,PL025,PL015,31-10-2025,Downgrade
PH0003301,C0003226,PL015,PL014,21-11-2025,Customer Request
PH0003302,C0003227,PL004,PL024,26-07-2025,Customer Request
PH0003303,C0003228,PL013,PL002,05-10-2014,Upgrade
PH0003304,C0003228,PL002,PL018,06-10-2015,Downgrade
PH0003305,C0003228,PL018,PL008,17-04-2017,Downgrade
PH0003306,C0003229,PL022,PL022,09-03-2017,Customer Request
PH0003307,C0003229,PL022,PL010,14-03-2017,Offer Migration
PH0003308,C0003231,PL008,PL024,02-11-2018,Upgrade
PH0003309,C0003231,PL024,PL015,15-07-2020,Customer Request
PH0003310,C0003231,PL015,PL017,30-11-2018,Customer Request
PH0003311,C0003232,PL019,PL018,07-05-2023,Upgrade
PH0003312,C0003232,PL018,PL010,08-09-2023,Customer Request
PH0003313,C0003232,PL010,PL017,26-09-2021,Downgrade
PH0003314,C0003236,PL013,PL005,01-10-2023,Downgrade
PH0003315,C0003236,PL005,PL002,02-09-2019,Downgrade
PH0003316,C0003236,PL002,PL006,22-07-2018,Downgrade
PH0003317,C0003237,PL017,PL003,09-03-2024,Downgrade
PH0003318,C0003237,PL003,PL021,03-02-2023,Customer Request
PH0003319,C0003240,PL004,PL002,08-02-2019,Upgrade
PH0003320,C0003241,PL002,PL006,09-05-2023,Offer Migration
PH0003321,C0003243,PL017,PL010,22-08-2014,Downgrade
PH0003322,C0003245,PL016,PL001,03-02-2025,Offer Migration
PH0003323,C0003247,PL001,PL023,03-09-2024,Downgrade
PH0003324,C0003248,PL002,PL005,17-05-2023,Downgrade
PH0003325,C0003248,PL005,PL021,25-02-2020,Downgrade
PH0003326,C0003255,PL019,PL020,30-08-2023,Downgrade
PH0003327,C0003258,PL008,PL007,28-07-2023,Downgrade
PH0003328,C0003260,PL012,PL014,13-06-2018,Customer Request
PH0003329,C0003260,PL014,PL013,01-01-2021,Customer Request
PH0003330,C0003262,PL005,PL002,07-01-2018,Downgrade
PH0003331,C0003263,PL001,PL023,09-07-2024,Offer Migration
PH0003332,C0003264,PL007,PL013,17-02-2023,Offer Migration
PH0003333,C0003264,PL013,PL015,16-04-2023,Upgrade
PH0003334,C0003264,PL015,PL005,01-12-2024,Customer Request
PH0003335,C0003266,PL016,PL007,01-09-2025,Upgrade
PH0003336,C0003266,PL007,PL013,13-04-2025,Offer Migration
PH0003337,C0003266,PL013,PL007,05-05-2025,Offer Migration
PH0003338,C0003270,PL012,PL002,04-07-2019,Offer Migration
PH0003339,C0003271,PL004,PL005,12-01-2020,Upgrade
PH0003340,C0003272,PL005,PL009,21-11-2019,Downgrade
PH0003341,C0003273,PL023,PL017,24-06-2025,Offer Migration
PH0003342,C0003273,PL017,PL016,01-12-2025,Customer Request
PH0003343,C0003273,PL016,PL013,04-06-2025,Offer Migration
PH0003344,C0003276,PL011,PL010,20-09-2015,Customer Request
PH0003345,C0003276,PL010,PL013,28-08-2022,Downgrade
PH0003346,C0003277,PL001,PL009,01-02-2023,Customer Request
PH0003347,C0003278,PL021,PL011,12-07-2023,Upgrade
PH0003348,C0003278,PL011,PL007,08-04-2016,Upgrade
PH0003349,C0003280,PL018,PL024,06-09-2018,Customer Request
PH0003350,C0003280,PL024,PL002,24-02-2018,Upgrade
PH0003351,C0003281,PL024,PL024,21-04-2025,Customer Request
PH0003352,C0003281,PL024,PL019,07-10-2025,Offer Migration
PH0003353,C0003281,PL019,PL005,08-10-2025,Upgrade
PH0003354,C0003282,PL011,PL021,06-02-2024,Upgrade
PH0003355,C0003282,PL021,PL022,27-12-2020,Customer Request
PH0003356,C0003283,PL005,PL004,25-09-2015,Downgrade
PH0003357,C0003283,PL004,PL002,25-02-2020,Customer Request
PH0003358,C0003286,PL014,PL011,21-08-2023,Offer Migration
PH0003359,C0003286,PL011,PL011,21-03-2020,Downgrade
PH0003360,C0003286,PL011,PL025,09-09-2023,Customer Request
PH0003361,C0003289,PL003,PL008,02-05-2020,Offer Migration
PH0003362,C0003289,PL008,PL003,18-11-2019,Offer Migration
PH0003363,C0003294,PL022,PL008,10-08-2016,Offer Migration
PH0003364,C0003294,PL008,PL006,19-03-2022,Upgrade
PH0003365,C0003300,PL017,PL025,07-05-2020,Downgrade
PH0003366,C0003301,PL005,PL005,23-04-2020,Customer Request
PH0003367,C0003302,PL016,PL025,17-07-2014,Upgrade
PH0003368,C0003303,PL008,PL024,27-05-2025,Customer Request
PH0003369,C0003303,PL024,PL007,08-12-2024,Customer Request
PH0003370,C0003306,PL019,PL012,10-07-2025,Downgrade
PH0003371,C0003306,PL012,PL017,10-07-2025,Upgrade
PH0003372,C0003306,PL017,PL014,21-11-2025,Customer Request
PH0003373,C0003310,PL010,PL001,16-02-2023,Upgrade
PH0003374,C0003310,PL001,PL021,14-03-2025,Downgrade
PH0003375,C0003310,PL021,PL019,03-03-2023,Customer Request
PH0003376,C0003311,PL005,PL013,04-10-2022,Downgrade
PH0003377,C0003312,PL013,PL018,03-03-2021,Offer Migration
PH0003378,C0003312,PL018,PL002,17-08-2022,Customer Request
PH0003379,C0003312,PL002,PL015,01-09-2024,Downgrade
PH0003380,C0003315,PL018,PL006,18-06-2015,Upgrade
PH0003381,C0003316,PL004,PL024,01-07-2015,Offer Migration
PH0003382,C0003316,PL024,PL020,11-11-2016,Downgrade
PH0003383,C0003318,PL005,PL018,25-12-2018,Downgrade
PH0003384,C0003319,PL012,PL004,26-01-2025,Customer Request
PH0003385,C0003319,PL004,PL003,05-03-2023,Offer Migration
PH0003386,C0003319,PL003,PL016,21-05-2024,Downgrade
PH0003387,C0003320,PL003,PL018,23-12-2025,Upgrade
PH0003388,C0003321,PL005,PL004,04-12-2021,Upgrade
PH0003389,C0003322,PL001,PL012,27-12-2025,Downgrade
PH0003390,C0003323,PL004,PL010,04-02-2022,Customer Request
PH0003391,C0003323,PL010,PL022,07-07-2024,Downgrade
PH0003392,C0003323,PL022,PL009,31-07-2024,Downgrade
PH0003393,C0003326,PL018,PL019,09-10-2025,Upgrade
PH0003394,C0003326,PL019,PL022,11-08-2025,Offer Migration
PH0003395,C0003327,PL010,PL006,21-10-2024,Upgrade
PH0003396,C0003327,PL006,PL002,05-06-2023,Customer Request
PH0003397,C0003327,PL002,PL019,03-02-2024,Offer Migration
PH0003398,C0003328,PL005,PL020,11-04-2022,Customer Request
PH0003399,C0003328,PL020,PL015,25-07-2015,Customer Request
PH0003400,C0003329,PL024,PL001,09-06-2018,Customer Request
PH0003401,C0003329,PL001,PL018,14-05-2023,Upgrade
PH0003402,C0003329,PL018,PL008,31-07-2019,Offer Migration
PH0003403,C0003333,PL017,PL014,18-12-2016,Upgrade
PH0003404,C0003334,PL023,PL009,21-08-2022,Offer Migration
PH0003405,C0003337,PL003,PL015,04-11-2019,Offer Migration
PH0003406,C0003337,PL015,PL013,18-01-2018,Downgrade
PH0003407,C0003337,PL013,PL019,23-12-2020,Downgrade
PH0003408,C0003340,PL022,PL021,04-07-2015,Upgrade
PH0003409,C0003340,PL021,PL012,31-01-2019,Offer Migration
PH0003410,C0003341,PL009,PL023,10-02-2020,Customer Request
PH0003411,C0003341,PL023,PL016,26-12-2014,Customer Request
PH0003412,C0003341,PL016,PL008,05-12-2019,Offer Migration
PH0003413,C0003342,PL025,PL006,23-05-2018,Offer Migration
PH0003414,C0003344,PL011,PL001,06-02-2020,Upgrade
PH0003415,C0003344,PL001,PL007,12-12-2021,Offer Migration
PH0003416,C0003344,PL007,PL015,26-01-2021,Downgrade
PH0003417,C0003348,PL001,PL001,21-04-2018,Upgrade
PH0003418,C0003356,PL004,PL008,09-10-2022,Downgrade
PH0003419,C0003356,PL008,PL014,17-10-2020,Downgrade
PH0003420,C0003357,PL002,PL002,20-04-2022,Downgrade
PH0003421,C0003357,PL002,PL005,29-11-2020,Downgrade
PH0003422,C0003357,PL005,PL022,30-01-2022,Customer Request
PH0003423,C0003358,PL012,PL017,20-02-2024,Downgrade
PH0003424,C0003361,PL015,PL022,20-08-2020,Customer Request
PH0003425,C0003365,PL022,PL004,15-09-2025,Offer Migration
PH0003426,C0003365,PL004,PL011,04-10-2025,Customer Request
PH0003427,C0003365,PL011,PL007,31-08-2024,Downgrade
PH0003428,C0003367,PL014,PL024,15-04-2021,Customer Request
PH0003429,C0003367,PL024,PL004,29-09-2019,Downgrade
PH0003430,C0003369,PL011,PL017,17-07-2015,Customer Request
PH0003431,C0003369,PL017,PL013,01-08-2014,Customer Request
PH0003432,C0003370,PL004,PL023,19-12-2023,Customer Request
PH0003433,C0003374,PL021,PL012,14-03-2023,Upgrade
PH0003434,C0003375,PL020,PL010,24-05-2023,Customer Request
PH0003435,C0003375,PL010,PL008,13-04-2024,Upgrade
PH0003436,C0003376,PL002,PL020,14-07-2019,Customer Request
PH0003437,C0003376,PL020,PL020,06-11-2022,Offer Migration
PH0003438,C0003376,PL020,PL009,28-05-2017,Downgrade
PH0003439,C0003377,PL006,PL014,10-04-2015,Upgrade
PH0003440,C0003379,PL002,PL005,31-05-2022,Offer Migration
PH0003441,C0003380,PL006,PL012,30-01-2022,Customer Request
PH0003442,C0003381,PL016,PL022,14-02-2022,Customer Request
PH0003443,C0003382,PL012,PL010,02-12-2024,Downgrade
PH0003444,C0003382,PL010,PL007,29-12-2024,Upgrade
PH0003445,C0003382,PL007,PL017,02-03-2025,Customer Request
PH0003446,C0003383,PL017,PL020,26-02-2018,Downgrade
PH0003447,C0003383,PL020,PL005,05-03-2016,Customer Request
PH0003448,C0003383,PL005,PL009,06-04-2021,Upgrade
PH0003449,C0003385,PL017,PL022,21-01-2017,Customer Request
PH0003450,C0003385,PL022,PL016,23-09-2020,Offer Migration
PH0003451,C0003386,PL025,PL008,04-01-2019,Upgrade
PH0003452,C0003386,PL008,PL021,26-03-2020,Customer Request
PH0003453,C0003386,PL021,PL014,29-09-2019,Customer Request
PH0003454,C0003387,PL018,PL023,25-05-2018,Customer Request
PH0003455,C0003387,PL023,PL013,22-10-2022,Upgrade
PH0003456,C0003388,PL015,PL009,18-05-2022,Offer Migration
PH0003457,C0003388,PL009,PL024,09-04-2022,Upgrade
PH0003458,C0003388,PL024,PL022,07-07-2020,Upgrade
PH0003459,C0003392,PL008,PL017,21-11-2022,Customer Request
PH0003460,C0003392,PL017,PL005,12-09-2024,Downgrade
PH0003461,C0003394,PL014,PL013,07-12-2025,Upgrade
PH0003462,C0003394,PL013,PL021,10-12-2025,Upgrade
PH0003463,C0003395,PL003,PL014,16-10-2019,Upgrade
PH0003464,C0003396,PL015,PL002,18-09-2022,Upgrade
PH0003465,C0003397,PL011,PL012,12-01-2025,Customer Request
PH0003466,C0003397,PL012,PL011,29-05-2025,Downgrade
PH0003467,C0003397,PL011,PL015,13-02-2024,Customer Request
PH0003468,C0003399,PL006,PL003,02-10-2024,Customer Request
PH0003469,C0003399,PL003,PL021,02-04-2023,Downgrade
PH0003470,C0003400,PL004,PL005,25-06-2022,Offer Migration
PH0003471,C0003401,PL005,PL001,30-04-2015,Upgrade
PH0003472,C0003401,PL001,PL022,21-01-2022,Upgrade
PH0003473,C0003401,PL022,PL010,24-05-2016,Downgrade
PH0003474,C0003413,PL015,PL021,24-02-2023,Upgrade
PH0003475,C0003413,PL021,PL007,22-06-2021,Downgrade
PH0003476,C0003417,PL001,PL018,27-07-2025,Upgrade
PH0003477,C0003418,PL003,PL002,19-05-2024,Customer Request
PH0003478,C0003418,PL002,PL001,28-09-2023,Customer Request
PH0003479,C0003418,PL001,PL017,26-06-2023,Downgrade
PH0003480,C0003420,PL002,PL018,08-01-2017,Customer Request
PH0003481,C0003420,PL018,PL021,17-04-2017,Offer Migration
PH0003482,C0003420,PL021,PL011,02-05-2017,Downgrade
PH0003483,C0003421,PL009,PL012,20-08-2021,Customer Request
PH0003484,C0003421,PL012,PL015,28-04-2021,Upgrade
PH0003485,C0003421,PL015,PL001,18-07-2023,Upgrade
PH0003486,C0003423,PL010,PL022,23-02-2018,Customer Request
PH0003487,C0003423,PL022,PL014,17-11-2019,Upgrade
PH0003488,C0003423,PL014,PL021,13-09-2015,Upgrade
PH0003489,C0003424,PL003,PL007,04-11-2021,Upgrade
PH0003490,C0003424,PL007,PL023,19-07-2017,Downgrade
PH0003491,C0003425,PL006,PL006,10-08-2016,Offer Migration
PH0003492,C0003433,PL002,PL018,18-10-2024,Upgrade
PH0003493,C0003433,PL018,PL022,04-11-2022,Offer Migration
PH0003494,C0003433,PL022,PL025,11-08-2024,Offer Migration
PH0003495,C0003434,PL002,PL025,08-10-2017,Offer Migration
PH0003496,C0003434,PL025,PL016,22-09-2017,Customer Request
PH0003497,C0003434,PL016,PL013,09-04-2017,Upgrade
PH0003498,C0003437,PL004,PL021,01-12-2023,Customer Request
PH0003499,C0003437,PL021,PL019,17-08-2024,Offer Migration
PH0003500,C0003439,PL006,PL011,26-02-2022,Downgrade
PH0003501,C0003439,PL011,PL020,09-04-2022,Customer Request
PH0003502,C0003442,PL009,PL015,01-07-2019,Downgrade
PH0003503,C0003442,PL015,PL014,03-10-2016,Upgrade
PH0003504,C0003442,PL014,PL022,09-09-2019,Offer Migration
PH0003505,C0003444,PL006,PL014,17-01-2024,Customer Request
PH0003506,C0003444,PL014,PL006,24-10-2023,Offer Migration
PH0003507,C0003444,PL006,PL004,19-05-2023,Upgrade
PH0003508,C0003446,PL018,PL004,06-12-2023,Downgrade
PH0003509,C0003446,PL004,PL009,10-11-2018,Upgrade
PH0003510,C0003448,PL005,PL004,26-01-2021,Customer Request
PH0003511,C0003448,PL004,PL001,14-09-2019,Upgrade
PH0003512,C0003450,PL002,PL011,18-10-2021,Upgrade
PH0003513,C0003450,PL011,PL006,19-08-2023,Customer Request
PH0003514,C0003450,PL006,PL003,05-03-2023,Upgrade
PH0003515,C0003451,PL003,PL017,24-01-2019,Customer Request
PH0003516,C0003452,PL010,PL010,05-09-2023,Upgrade
PH0003517,C0003452,PL010,PL021,10-09-2022,Upgrade
PH0003518,C0003452,PL021,PL003,28-01-2023,Upgrade
PH0003519,C0003453,PL012,PL003,05-05-2022,Offer Migration
PH0003520,C0003454,PL009,PL014,01-04-2025,Customer Request
PH0003521,C0003454,PL014,PL014,11-07-2025,Customer Request
PH0003522,C0003454,PL014,PL010,20-11-2025,Customer Request
PH0003523,C0003455,PL014,PL002,24-08-2020,Offer Migration
PH0003524,C0003455,PL002,PL007,09-09-2021,Offer Migration
PH0003525,C0003456,PL002,PL003,16-12-2023,Offer Migration
PH0003526,C0003456,PL003,PL007,04-09-2023,Offer Migration
PH0003527,C0003457,PL019,PL010,22-06-2022,Customer Request
PH0003528,C0003459,PL006,PL002,08-01-2022,Downgrade
PH0003529,C0003459,PL002,PL013,21-07-2024,Upgrade
PH0003530,C0003459,PL013,PL009,12-06-2024,Downgrade
PH0003531,C0003461,PL002,PL004,20-11-2020,Downgrade
PH0003532,C0003462,PL011,PL007,23-06-2025,Downgrade
PH0003533,C0003465,PL022,PL025,14-07-2016,Offer Migration
PH0003534,C0003465,PL025,PL025,28-09-2021,Downgrade
PH0003535,C0003466,PL025,PL002,22-06-2019,Offer Migration
PH0003536,C0003466,PL002,PL001,10-01-2024,Customer Request
PH0003537,C0003466,PL001,PL016,27-10-2020,Downgrade
PH0003538,C0003469,PL003,PL001,21-06-2023,Upgrade
PH0003539,C0003469,PL001,PL023,12-03-2023,Downgrade
PH0003540,C0003470,PL001,PL013,01-10-2024,Downgrade
PH0003541,C0003470,PL013,PL019,25-10-2024,Offer Migration
PH0003542,C0003473,PL004,PL003,08-06-2024,Offer Migration
PH0003543,C0003475,PL020,PL019,01-12-2020,Downgrade
PH0003544,C0003476,PL003,PL008,10-09-2022,Upgrade
PH0003545,C0003476,PL008,PL021,28-01-2023,Upgrade
PH0003546,C0003479,PL025,PL009,03-05-2019,Offer Migration
PH0003547,C0003479,PL009,PL023,30-01-2021,Upgrade
PH0003548,C0003479,PL023,PL015,27-09-2019,Upgrade
PH0003549,C0003480,PL011,PL023,03-09-2024,Downgrade
PH0003550,C0003485,PL019,PL016,27-06-2017,Customer Request
PH0003551,C0003485,PL016,PL003,10-06-2016,Customer Request
PH0003552,C0003486,PL007,PL005,12-02-2022,Customer Request
PH0003553,C0003486,PL005,PL022,09-04-2023,Customer Request
PH0003554,C0003487,PL011,PL003,21-01-2024,Offer Migration
PH0003555,C0003488,PL013,PL023,26-07-2020,Customer Request
PH0003556,C0003489,PL006,PL003,20-03-2025,Offer Migration
PH0003557,C0003492,PL005,PL020,11-08-2025,Downgrade
PH0003558,C0003492,PL020,PL011,08-06-2025,Offer Migration
PH0003559,C0003495,PL006,PL024,09-01-2022,Downgrade
PH0003560,C0003495,PL024,PL007,20-07-2020,Upgrade
PH0003561,C0003495,PL007,PL022,26-06-2015,Customer Request
PH0003562,C0003496,PL011,PL019,22-12-2017,Downgrade
PH0003563,C0003498,PL010,PL015,01-09-2020,Offer Migration
PH0003564,C0003498,PL015,PL003,04-04-2022,Offer Migration
PH0003565,C0003499,PL005,PL021,28-04-2024,Upgrade
PH0003566,C0003507,PL007,PL025,14-11-2023,Offer Migration
PH0003567,C0003508,PL003,PL023,10-05-2019,Customer Request
PH0003568,C0003509,PL004,PL014,17-10-2022,Upgrade
PH0003569,C0003512,PL003,PL012,05-03-2023,Customer Request
PH0003570,C0003512,PL012,PL008,26-09-2022,Downgrade
PH0003571,C0003518,PL004,PL022,15-05-2021,Upgrade
PH0003572,C0003521,PL010,PL017,04-04-2024,Customer Request
PH0003573,C0003523,PL003,PL005,12-10-2020,Customer Request
PH0003574,C0003523,PL005,PL023,17-12-2018,Upgrade
PH0003575,C0003523,PL023,PL024,05-05-2017,Downgrade
PH0003576,C0003525,PL003,PL022,08-07-2018,Upgrade
PH0003577,C0003525,PL022,PL001,29-12-2018,Downgrade
PH0003578,C0003529,PL025,PL004,26-07-2021,Customer Request
PH0003579,C0003530,PL006,PL007,14-10-2024,Offer Migration
PH0003580,C0003530,PL007,PL013,07-11-2022,Offer Migration
PH0003581,C0003530,PL013,PL021,11-08-2021,Customer Request
PH0003582,C0003531,PL005,PL008,02-06-2023,Downgrade
PH0003583,C0003531,PL008,PL005,17-11-2023,Downgrade
PH0003584,C0003531,PL005,PL015,12-09-2021,Downgrade
PH0003585,C0003532,PL002,PL008,18-08-2021,Downgrade
PH0003586,C0003533,PL009,PL009,04-05-2023,Offer Migration
PH0003587,C0003536,PL005,PL007,21-07-2025,Offer Migration
PH0003588,C0003536,PL007,PL025,09-08-2025,Downgrade
PH0003589,C0003538,PL003,PL007,09-09-2020,Downgrade
PH0003590,C0003539,PL008,PL007,28-03-2022,Downgrade
PH0003591,C0003539,PL007,PL009,26-09-2022,Customer Request
PH0003592,C0003544,PL005,PL016,22-07-2024,Offer Migration
PH0003593,C0003545,PL005,PL021,17-07-2023,Downgrade
PH0003594,C0003551,PL018,PL005,31-03-2025,Offer Migration
PH0003595,C0003551,PL005,PL022,02-08-2025,Offer Migration
PH0003596,C0003551,PL022,PL019,26-04-2025,Customer Request
PH0003597,C0003552,PL006,PL007,20-11-2024,Offer Migration
PH0003598,C0003552,PL007,PL005,26-11-2024,Upgrade
PH0003599,C0003553,PL013,PL013,12-08-2025,Downgrade
PH0003600,C0003553,PL013,PL025,09-03-2025,Offer Migration
PH0003601,C0003553,PL025,PL015,25-03-2025,Offer Migration
PH0003602,C0003554,PL019,PL019,03-06-2022,Offer Migration
PH0003603,C0003554,PL019,PL024,20-02-2024,Offer Migration
