usage_id,customer_id,usage_month,voice_minutes_used,outgoing_calls,incoming_calls
UV00006689,C0002230,02-2026,19,123,75
UV00006690,C0002230,01-2026,179,393,465
UV00006691,C0002231,03-2026,846,498,225
UV00006692,C0002231,02-2026,160,403,601
UV00006693,C0002231,01-2026,271,288,410
UV00006694,C0002232,03-2026,403,289,225
UV00006695,C0002232,02-2026,158,34,374
UV00006696,C0002232,01-2026,295,407,270
UV00006697,C0002233,03-2026,146,442,541
UV00006698,C0002233,02-2026,105,400,462
UV00006699,C0002233,01-2026,99,365,565
UV00006700,C0002234,03-2026,260,289,548
UV00006701,C0002234,02-2026,154,521,193
UV00006702,C0002234,01-2026,268,88,77
UV00006703,C0002235,03-2026,276,76,202
UV00006704,C0002235,02-2026,295,37,216
UV00006705,C0002235,01-2026,481,49,185
UV00006706,C0002236,03-2026,335,86,149
UV00006707,C0002236,02-2026,83,58,358
UV00006708,C0002236,01-2026,408,47,126
UV00006709,C0002237,03-2026,138,554,432
UV00006710,C0002237,02-2026,266,14,23
UV00006711,C0002237,01-2026,312,464,214
UV00006712,C0002238,03-2026,160,364,37
UV00006713,C0002238,02-2026,273,590,451
UV00006714,C0002238,01-2026,17,429,224
UV00006715,C0002239,03-2026,143,416,486
UV00006716,C0002239,02-2026,39,420,234
UV00006717,C0002239,01-2026,44,205,27
UV00006718,C0002240,03-2026,175,114,538
UV00006719,C0002240,02-2026,357,424,287
UV00006720,C0002240,01-2026,108,439,20
UV00006721,C0002241,03-2026,97,115,635
UV00006722,C0002241,02-2026,213,329,491
UV00006723,C0002241,01-2026,421,333,317
UV00006724,C0002242,03-2026,101,261,668
UV00006725,C0002242,02-2026,191,204,529
UV00006726,C0002242,01-2026,175,598,151
UV00006727,C0002243,03-2026,325,582,32
UV00006728,C0002243,02-2026,516,479,104
UV00006729,C0002243,01-2026,166,256,471
UV00006730,C0002244,03-2026,92,442,460
UV00006731,C0002244,02-2026,102,439,306
UV00006732,C0002244,01-2026,284,269,463
UV00006733,C0002245,03-2026,451,161,678
UV00006734,C0002245,02-2026,206,351,63
UV00006735,C0002245,01-2026,103,216,38
UV00006736,C0002246,03-2026,58,573,134
UV00006737,C0002246,02-2026,168,210,366
UV00006738,C0002246,01-2026,181,178,99
UV00006739,C0002247,03-2026,264,407,654
UV00006740,C0002247,02-2026,213,443,648
UV00006741,C0002247,01-2026,382,132,235
UV00006742,C0002248,03-2026,54,325,10
UV00006743,C0002248,02-2026,106,547,19
UV00006744,C0002248,01-2026,150,176,33
UV00006745,C0002249,03-2026,25,302,395
UV00006746,C0002249,02-2026,216,300,107
UV00006747,C0002249,01-2026,130,305,455
UV00006748,C0002250,03-2026,587,593,272
UV00006749,C0002250,02-2026,248,479,380
UV00006750,C0002250,01-2026,210,198,8
UV00006751,C0002251,03-2026,94,5,307
UV00006752,C0002251,02-2026,123,312,140
UV00006753,C0002251,01-2026,558,592,143
UV00006754,C0002252,03-2026,52,506,636
UV00006755,C0002252,02-2026,336,138,515
UV00006756,C0002252,01-2026,66,133,156
UV00006757,C0002253,03-2026,84,74,543
UV00006758,C0002253,02-2026,86,451,394
UV00006759,C0002253,01-2026,114,60,23
UV00006760,C0002254,03-2026,176,279,357
UV00006761,C0002254,02-2026,214,366,600
UV00006762,C0002254,01-2026,199,359,278
UV00006763,C0002255,03-2026,408,95,139
UV00006764,C0002255,02-2026,222,126,614
UV00006765,C0002255,01-2026,341,138,620
UV00006766,C0002256,03-2026,399,122,351
UV00006767,C0002256,02-2026,339,329,82
UV00006768,C0002256,01-2026,70,48,534
UV00006769,C0002257,03-2026,213,172,257
UV00006770,C0002257,02-2026,334,320,568
UV00006771,C0002257,01-2026,117,509,424
UV00006772,C0002258,03-2026,83,47,438
UV00006773,C0002258,02-2026,95,247,255
UV00006774,C0002258,01-2026,49,469,163
UV00006775,C0002259,03-2026,31,496,397
UV00006776,C0002259,02-2026,160,346,436
UV00006777,C0002259,01-2026,209,271,290
UV00006778,C0002260,03-2026,162,517,269
UV00006779,C0002260,02-2026,66,275,526
UV00006780,C0002260,01-2026,71,598,155
UV00006781,C0002261,03-2026,11,496,166
UV00006782,C0002261,02-2026,252,118,601
UV00006783,C0002261,01-2026,126,242,142
UV00006784,C0002262,03-2026,136,26,484
UV00006785,C0002262,02-2026,226,243,119
UV00006786,C0002262,01-2026,41,147,259
UV00006787,C0002263,03-2026,170,548,52
UV00006788,C0002263,02-2026,336,573,71
UV00006789,C0002263,01-2026,127,543,578
UV00006790,C0002264,03-2026,253,545,336
UV00006791,C0002264,02-2026,98,477,253
UV00006792,C0002264,01-2026,443,86,590
UV00006793,C0002265,03-2026,290,188,321
UV00006794,C0002265,02-2026,373,37,463
UV00006795,C0002265,01-2026,377,79,248
UV00006796,C0002266,03-2026,87,185,422
UV00006797,C0002266,02-2026,249,331,411
UV00006798,C0002266,01-2026,154,536,603
UV00006799,C0002267,03-2026,303,39,60
UV00006800,C0002267,02-2026,299,160,284
UV00006801,C0002267,01-2026,206,117,157
UV00006802,C0002268,03-2026,139,361,58
UV00006803,C0002268,02-2026,42,179,592
UV00006804,C0002268,01-2026,88,339,294
UV00006805,C0002269,03-2026,154,239,586
UV00006806,C0002269,02-2026,210,594,99
UV00006807,C0002269,01-2026,410,123,189
UV00006808,C0002270,03-2026,156,289,211
UV00006809,C0002270,02-2026,67,537,282
UV00006810,C0002270,01-2026,231,377,249
UV00006811,C0002271,03-2026,112,144,447
UV00006812,C0002271,02-2026,83,406,143
UV00006813,C0002271,01-2026,71,165,631
UV00006814,C0002272,03-2026,64,231,166
UV00006815,C0002272,02-2026,65,69,431
UV00006816,C0002272,01-2026,282,486,285
UV00006817,C0002273,03-2026,80,550,644
UV00006818,C0002273,02-2026,212,44,623
UV00006819,C0002273,01-2026,319,306,260
UV00006820,C0002274,03-2026,162,411,611
UV00006821,C0002274,02-2026,165,598,104
UV00006822,C0002274,01-2026,152,443,413
UV00006823,C0002275,03-2026,321,20,147
UV00006824,C0002275,02-2026,94,573,21
UV00006825,C0002275,01-2026,184,62,480
UV00006826,C0002276,03-2026,558,262,88
UV00006827,C0002276,02-2026,602,82,100
UV00006828,C0002276,01-2026,204,327,167
UV00006829,C0002277,03-2026,321,266,398
UV00006830,C0002277,02-2026,291,485,175
UV00006831,C0002277,01-2026,84,577,311
UV00006832,C0002278,03-2026,262,366,617
UV00006833,C0002278,02-2026,55,427,351
UV00006834,C0002278,01-2026,216,86,288
UV00006835,C0002279,03-2026,213,93,676
UV00006836,C0002279,02-2026,239,514,335
UV00006837,C0002279,01-2026,39,356,690
UV00006838,C0002280,03-2026,416,549,447
UV00006839,C0002280,02-2026,131,533,63
UV00006840,C0002280,01-2026,47,230,615
UV00006841,C0002281,03-2026,132,596,433
UV00006842,C0002281,02-2026,45,542,203
UV00006843,C0002281,01-2026,238,143,628
UV00006844,C0002282,03-2026,77,39,235
UV00006845,C0002282,02-2026,488,379,637
UV00006846,C0002282,01-2026,178,307,123
UV00006847,C0002283,03-2026,94,40,542
UV00006848,C0002283,02-2026,63,60,305
UV00006849,C0002283,01-2026,102,470,189
UV00006850,C0002284,03-2026,176,594,258
UV00006851,C0002284,02-2026,197,307,475
UV00006852,C0002284,01-2026,329,119,52
UV00006853,C0002285,03-2026,376,387,143
UV00006854,C0002285,02-2026,108,275,160
UV00006855,C0002285,01-2026,80,71,187
UV00006856,C0002286,03-2026,293,40,496
UV00006857,C0002286,02-2026,94,186,649
UV00006858,C0002286,01-2026,252,251,387
UV00006859,C0002287,03-2026,314,237,527
UV00006860,C0002287,02-2026,179,193,451
UV00006861,C0002287,01-2026,213,479,652
UV00006862,C0002288,03-2026,70,229,566
UV00006863,C0002288,02-2026,37,210,92
UV00006864,C0002288,01-2026,465,404,340
UV00006865,C0002289,03-2026,225,383,230
UV00006866,C0002289,02-2026,871,215,121
UV00006867,C0002289,01-2026,115,168,539
UV00006868,C0002290,03-2026,79,20,534
UV00006869,C0002290,02-2026,142,439,631
UV00006870,C0002290,01-2026,98,32,673
UV00006871,C0002291,03-2026,346,17,95
UV00006872,C0002291,02-2026,153,232,243
UV00006873,C0002291,01-2026,135,516,43
UV00006874,C0002292,03-2026,260,336,410
UV00006875,C0002292,02-2026,162,389,76
UV00006876,C0002292,01-2026,116,18,330
UV00006877,C0002293,03-2026,91,440,107
UV00006878,C0002293,02-2026,77,429,49
UV00006879,C0002293,01-2026,154,108,283
UV00006880,C0002294,03-2026,173,426,283
UV00006881,C0002294,02-2026,46,513,248
UV00006882,C0002294,01-2026,88,153,231
UV00006883,C0002295,03-2026,206,352,37
UV00006884,C0002295,02-2026,110,340,186
UV00006885,C0002295,01-2026,40,392,51
UV00006886,C0002296,03-2026,686,519,98
UV00006887,C0002296,02-2026,172,579,444
UV00006888,C0002296,01-2026,31,88,514
UV00006889,C0002297,03-2026,217,587,420
UV00006890,C0002297,02-2026,880,513,291
UV00006891,C0002297,01-2026,150,326,481
UV00006892,C0002298,03-2026,136,46,598
UV00006893,C0002298,02-2026,87,17,227
UV00006894,C0002298,01-2026,395,447,317
UV00006895,C0002299,03-2026,313,486,457
UV00006896,C0002299,02-2026,1029,235,361
UV00006897,C0002299,01-2026,233,563,577
UV00006898,C0002300,03-2026,232,454,538
UV00006899,C0002300,02-2026,575,284,43
UV00006900,C0002300,01-2026,8,154,414
UV00006901,C0002301,03-2026,118,134,484
UV00006902,C0002301,02-2026,170,91,125
UV00006903,C0002301,01-2026,298,421,108
UV00006904,C0002302,03-2026,280,506,61
UV00006905,C0002302,02-2026,272,271,42
UV00006906,C0002302,01-2026,35,191,240
UV00006907,C0002303,03-2026,131,128,197
UV00006908,C0002303,02-2026,233,495,404
UV00006909,C0002303,01-2026,266,51,453
UV00006910,C0002304,03-2026,66,371,126
UV00006911,C0002304,02-2026,42,438,11
UV00006912,C0002304,01-2026,196,525,313
UV00006913,C0002305,03-2026,211,206,115
UV00006914,C0002305,02-2026,102,93,37
UV00006915,C0002305,01-2026,45,224,194
UV00006916,C0002306,03-2026,649,310,489
UV00006917,C0002306,02-2026,242,148,157
UV00006918,C0002306,01-2026,156,295,574
UV00006919,C0002307,03-2026,405,473,695
UV00006920,C0002307,02-2026,267,555,694
UV00006921,C0002307,01-2026,272,80,411
UV00006922,C0002308,03-2026,25,244,143
UV00006923,C0002308,02-2026,13,75,447
UV00006924,C0002308,01-2026,125,57,274
UV00006925,C0002309,03-2026,112,266,273
UV00006926,C0002309,02-2026,156,338,320
UV00006927,C0002309,01-2026,55,225,202
UV00006928,C0002310,03-2026,253,548,229
UV00006929,C0002310,02-2026,143,140,487
UV00006930,C0002310,01-2026,472,156,433
UV00006931,C0002311,03-2026,118,39,360
UV00006932,C0002311,02-2026,266,358,76
UV00006933,C0002311,01-2026,136,449,448
UV00006934,C0002312,03-2026,165,96,565
UV00006935,C0002312,02-2026,920,560,252
UV00006936,C0002312,01-2026,225,39,497
UV00006937,C0002313,03-2026,283,371,162
UV00006938,C0002313,02-2026,124,64,243
UV00006939,C0002313,01-2026,281,400,188
UV00006940,C0002314,03-2026,710,564,515
UV00006941,C0002314,02-2026,753,101,287
UV00006942,C0002314,01-2026,16,123,422
UV00006943,C0002315,03-2026,151,504,699
UV00006944,C0002315,02-2026,128,570,588
UV00006945,C0002315,01-2026,226,126,343
UV00006946,C0002316,03-2026,239,178,42
UV00006947,C0002316,02-2026,270,444,245
UV00006948,C0002316,01-2026,423,556,181
UV00006949,C0002317,03-2026,666,128,639
UV00006950,C0002317,02-2026,241,453,675
UV00006951,C0002317,01-2026,370,506,66
UV00006952,C0002318,03-2026,106,259,676
UV00006953,C0002318,02-2026,66,162,35
UV00006954,C0002318,01-2026,62,574,189
UV00006955,C0002319,03-2026,48,189,649
UV00006956,C0002319,02-2026,684,125,264
UV00006957,C0002319,01-2026,195,537,328
UV00006958,C0002320,03-2026,161,520,513
UV00006959,C0002320,02-2026,179,25,660
UV00006960,C0002320,01-2026,178,454,395
UV00006961,C0002321,03-2026,79,505,129
UV00006962,C0002321,02-2026,32,564,393
UV00006963,C0002321,01-2026,198,437,266
UV00006964,C0002322,03-2026,330,33,39
UV00006965,C0002322,02-2026,220,461,105
UV00006966,C0002322,01-2026,79,23,322
UV00006967,C0002323,03-2026,151,39,673
UV00006968,C0002323,02-2026,585,363,339
UV00006969,C0002323,01-2026,150,55,70
UV00006970,C0002324,03-2026,110,333,547
UV00006971,C0002324,02-2026,83,583,242
UV00006972,C0002324,01-2026,510,153,610
UV00006973,C0002325,03-2026,392,349,77
UV00006974,C0002325,02-2026,45,490,467
UV00006975,C0002325,01-2026,148,543,690
UV00006976,C0002326,03-2026,112,585,160
UV00006977,C0002326,02-2026,443,481,86
UV00006978,C0002326,01-2026,437,29,596
UV00006979,C0002327,03-2026,209,255,630
UV00006980,C0002327,02-2026,364,33,586
UV00006981,C0002327,01-2026,403,179,248
UV00006982,C0002328,03-2026,81,31,584
UV00006983,C0002328,02-2026,45,33,629
UV00006984,C0002328,01-2026,337,40,396
UV00006985,C0002329,03-2026,526,127,318
UV00006986,C0002329,02-2026,71,458,274
UV00006987,C0002329,01-2026,622,275,220
UV00006988,C0002330,03-2026,36,246,408
UV00006989,C0002330,02-2026,34,239,69
UV00006990,C0002330,01-2026,224,376,431
UV00006991,C0002331,03-2026,26,279,161
UV00006992,C0002331,02-2026,84,334,630
UV00006993,C0002331,01-2026,317,323,91
UV00006994,C0002332,03-2026,92,30,157
UV00006995,C0002332,02-2026,252,356,152
UV00006996,C0002332,01-2026,357,496,419
UV00006997,C0002333,03-2026,239,108,537
UV00006998,C0002333,02-2026,64,178,506
UV00006999,C0002333,01-2026,182,82,421
UV00007000,C0002334,03-2026,95,219,511
UV00007001,C0002334,02-2026,168,414,218
UV00007002,C0002334,01-2026,522,284,92
UV00007003,C0002335,03-2026,190,424,209
UV00007004,C0002335,02-2026,420,413,426
UV00007005,C0002335,01-2026,200,564,621
UV00007006,C0002336,03-2026,29,52,365
UV00007007,C0002336,02-2026,141,109,201
UV00007008,C0002336,01-2026,132,217,406
UV00007009,C0002337,03-2026,261,13,598
UV00007010,C0002337,02-2026,214,539,44
UV00007011,C0002337,01-2026,169,338,424
UV00007012,C0002338,03-2026,173,256,201
UV00007013,C0002338,02-2026,39,357,36
UV00007014,C0002338,01-2026,147,255,273
UV00007015,C0002339,03-2026,425,316,646
UV00007016,C0002339,02-2026,107,37,57
UV00007017,C0002339,01-2026,187,297,446
UV00007018,C0002340,03-2026,481,547,661
UV00007019,C0002340,02-2026,257,338,175
UV00007020,C0002340,01-2026,629,556,475
UV00007021,C0002341,03-2026,196,5,312
UV00007022,C0002341,02-2026,317,399,383
UV00007023,C0002341,01-2026,264,87,253
UV00007024,C0002342,03-2026,342,371,431
UV00007025,C0002342,02-2026,395,255,174
UV00007026,C0002342,01-2026,391,172,255
UV00007027,C0002343,03-2026,270,23,556
UV00007028,C0002343,02-2026,109,477,536
UV00007029,C0002343,01-2026,259,581,336
UV00007030,C0002344,03-2026,291,132,29
UV00007031,C0002344,02-2026,50,265,149
UV00007032,C0002344,01-2026,198,18,666
UV00007033,C0002345,03-2026,107,157,184
UV00007034,C0002345,02-2026,313,529,645
UV00007035,C0002345,01-2026,140,108,337
UV00007036,C0002346,03-2026,275,313,102
UV00007037,C0002346,02-2026,267,137,437
UV00007038,C0002346,01-2026,122,577,283
UV00007039,C0002347,03-2026,678,422,249
UV00007040,C0002347,02-2026,1062,556,558
UV00007041,C0002347,01-2026,194,338,556
UV00007042,C0002348,03-2026,158,76,185
UV00007043,C0002348,02-2026,223,382,267
UV00007044,C0002348,01-2026,226,438,346
UV00007045,C0002349,03-2026,261,312,569
UV00007046,C0002349,02-2026,127,64,430
UV00007047,C0002349,01-2026,508,457,236
UV00007048,C0002350,03-2026,92,86,257
UV00007049,C0002350,02-2026,111,171,339
UV00007050,C0002350,01-2026,291,226,500
UV00007051,C0002351,03-2026,170,111,130
UV00007052,C0002351,02-2026,204,543,405
UV00007053,C0002351,01-2026,247,267,238
UV00007054,C0002352,03-2026,167,37,116
UV00007055,C0002352,02-2026,63,321,607
UV00007056,C0002352,01-2026,150,115,633
UV00007057,C0002353,03-2026,190,543,362
UV00007058,C0002353,02-2026,172,560,449
UV00007059,C0002353,01-2026,239,186,522
UV00007060,C0002354,03-2026,47,420,7
UV00007061,C0002354,02-2026,75,359,97
UV00007062,C0002354,01-2026,620,376,42
UV00007063,C0002355,03-2026,192,111,50
UV00007064,C0002355,02-2026,129,125,274
UV00007065,C0002355,01-2026,446,566,452
UV00007066,C0002356,03-2026,36,488,305
UV00007067,C0002356,02-2026,311,19,81
UV00007068,C0002356,01-2026,146,594,160
UV00007069,C0002357,03-2026,241,187,190
UV00007070,C0002357,02-2026,272,214,683
UV00007071,C0002357,01-2026,250,291,358
UV00007072,C0002358,03-2026,303,290,117
UV00007073,C0002358,02-2026,168,160,260
UV00007074,C0002358,01-2026,113,372,495
UV00007075,C0002359,03-2026,91,534,360
UV00007076,C0002359,02-2026,289,94,564
UV00007077,C0002359,01-2026,227,8,452
UV00007078,C0002360,03-2026,538,377,416
UV00007079,C0002360,02-2026,110,147,616
UV00007080,C0002360,01-2026,627,52,184
UV00007081,C0002361,03-2026,295,363,581
UV00007082,C0002361,02-2026,211,478,97
UV00007083,C0002361,01-2026,44,252,362
UV00007084,C0002362,03-2026,597,346,99
UV00007085,C0002362,02-2026,408,505,344
UV00007086,C0002362,01-2026,348,71,648
UV00007087,C0002363,03-2026,109,497,176
UV00007088,C0002363,02-2026,314,344,309
UV00007089,C0002363,01-2026,186,186,261
UV00007090,C0002364,03-2026,243,546,543
UV00007091,C0002364,02-2026,782,101,322
UV00007092,C0002364,01-2026,371,243,460
UV00007093,C0002365,03-2026,313,44,478
UV00007094,C0002365,02-2026,73,169,202
UV00007095,C0002365,01-2026,64,476,568
UV00007096,C0002366,03-2026,285,286,491
UV00007097,C0002366,02-2026,27,117,660
UV00007098,C0002366,01-2026,322,438,36
UV00007099,C0002367,03-2026,358,419,176
UV00007100,C0002367,02-2026,246,87,516
UV00007101,C0002367,01-2026,639,319,681
UV00007102,C0002368,03-2026,287,297,695
UV00007103,C0002368,02-2026,659,323,273
UV00007104,C0002368,01-2026,378,598,344
UV00007105,C0002369,03-2026,348,420,666
UV00007106,C0002369,02-2026,218,538,598
UV00007107,C0002369,01-2026,276,129,338
UV00007108,C0002370,03-2026,25,41,350
UV00007109,C0002370,02-2026,429,31,412
UV00007110,C0002370,01-2026,335,50,72
UV00007111,C0002371,03-2026,417,491,386
UV00007112,C0002371,02-2026,240,121,339
UV00007113,C0002371,01-2026,156,405,43
UV00007114,C0002372,03-2026,180,52,38
UV00007115,C0002372,02-2026,151,175,548
UV00007116,C0002372,01-2026,208,438,263
UV00007117,C0002373,03-2026,108,153,112
UV00007118,C0002373,02-2026,128,549,443
UV00007119,C0002373,01-2026,649,349,275
UV00007120,C0002374,03-2026,113,179,227
UV00007121,C0002374,02-2026,35,415,653
UV00007122,C0002374,01-2026,293,223,472
UV00007123,C0002375,03-2026,671,451,150
UV00007124,C0002375,02-2026,591,577,696
UV00007125,C0002375,01-2026,288,246,450
UV00007126,C0002376,03-2026,136,462,154
UV00007127,C0002376,02-2026,384,405,658
UV00007128,C0002376,01-2026,389,452,7
UV00007129,C0002377,03-2026,568,305,202
UV00007130,C0002377,02-2026,108,362,20
UV00007131,C0002377,01-2026,46,92,44
UV00007132,C0002378,03-2026,382,241,659
UV00007133,C0002378,02-2026,26,311,654
UV00007134,C0002378,01-2026,113,244,549
UV00007135,C0002379,03-2026,50,342,268
UV00007136,C0002379,02-2026,231,161,532
UV00007137,C0002379,01-2026,366,284,250
UV00007138,C0002380,03-2026,405,462,362
UV00007139,C0002380,02-2026,290,5,486
UV00007140,C0002380,01-2026,593,537,464
UV00007141,C0002381,03-2026,191,121,363
UV00007142,C0002381,02-2026,390,280,155
UV00007143,C0002381,01-2026,283,173,254
UV00007144,C0002382,03-2026,173,88,84
UV00007145,C0002382,02-2026,92,513,367
UV00007146,C0002382,01-2026,144,468,31
UV00007147,C0002383,03-2026,165,203,518
UV00007148,C0002383,02-2026,314,458,564
UV00007149,C0002383,01-2026,313,363,658
UV00007150,C0002384,03-2026,49,317,44
UV00007151,C0002384,02-2026,163,412,328
UV00007152,C0002384,01-2026,502,80,552
UV00007153,C0002385,03-2026,101,175,677
UV00007154,C0002385,02-2026,94,377,376
UV00007155,C0002385,01-2026,226,465,696
UV00007156,C0002386,03-2026,104,263,467
UV00007157,C0002386,02-2026,107,156,362
UV00007158,C0002386,01-2026,15,587,263
UV00007159,C0002387,03-2026,87,321,575
UV00007160,C0002387,02-2026,186,280,609
UV00007161,C0002387,01-2026,453,548,59
UV00007162,C0002388,03-2026,352,208,351
UV00007163,C0002388,02-2026,279,581,464
UV00007164,C0002388,01-2026,250,328,340
UV00007165,C0002389,03-2026,163,137,565
UV00007166,C0002389,02-2026,495,541,250
UV00007167,C0002389,01-2026,44,554,69
UV00007168,C0002390,03-2026,269,188,649
UV00007169,C0002390,02-2026,148,260,114
UV00007170,C0002390,01-2026,425,486,547
UV00007171,C0002391,03-2026,55,524,35
UV00007172,C0002391,02-2026,456,35,464
UV00007173,C0002391,01-2026,178,465,56
UV00007174,C0002392,03-2026,92,197,597
UV00007175,C0002392,02-2026,170,503,631
UV00007176,C0002392,01-2026,299,486,149
UV00007177,C0002393,03-2026,279,65,256
UV00007178,C0002393,02-2026,135,315,313
UV00007179,C0002393,01-2026,134,591,272
UV00007180,C0002394,03-2026,101,43,48
UV00007181,C0002394,02-2026,322,464,272
UV00007182,C0002394,01-2026,73,222,653
UV00007183,C0002395,03-2026,183,552,441
UV00007184,C0002395,02-2026,126,524,602
UV00007185,C0002395,01-2026,190,451,374
UV00007186,C0002396,03-2026,155,59,205
UV00007187,C0002396,02-2026,245,394,460
UV00007188,C0002396,01-2026,392,332,47
UV00007189,C0002397,03-2026,218,113,189
UV00007190,C0002397,02-2026,177,129,129
UV00007191,C0002397,01-2026,109,185,643
UV00007192,C0002398,03-2026,56,229,499
UV00007193,C0002398,02-2026,89,167,224
UV00007194,C0002398,01-2026,92,266,420
UV00007195,C0002399,03-2026,835,366,201
UV00007196,C0002399,02-2026,534,179,669
