contract_id,customer_id,plan_id,contract_type,contract_length_months,start_date,end_date,auto_renew,renewal_status
CN002879,C0005184,PL017,Fiber Broadband,12,01-01-2014,27-12-2014,Yes,Auto-Renewed
CN002880,C0005185,PL006,Prepaid Mobile,24,16-03-2024,06-03-2026,Yes,Auto-Renewed
CN002881,C0005186,PL015,Fiber Broadband,36,02-02-2024,17-01-2027,No,Renewed
CN002882,C0005190,PL010,Postpaid Mobile,24,29-09-2016,19-09-2018,Yes,Auto-Renewed
CN002883,C0005193,PL008,Postpaid Mobile,12,11-02-2014,06-02-2015,No,Auto-Renewed
CN002884,C0005197,PL007,Postpaid Mobile,18,17-01-2019,10-07-2020,No,Renewed
CN002885,C0005199,PL009,Postpaid Mobile,12,12-06-2015,06-06-2016,No,Pending
CN002886,C0005201,PL015,Fiber Broadband,24,01-01-2014,22-12-2015,Yes,Active
CN002887,C0005202,PL009,Postpaid Mobile,12,12-03-2022,07-03-2023,No,Cancelled
CN002888,C0005204,PL005,Prepaid Mobile,12,01-01-2014,27-12-2014,Yes,Active
CN002889,C0005205,PL011,Postpaid Mobile,24,01-01-2014,22-12-2015,No,Renewed
CN002890,C0005206,PL006,Prepaid Mobile,12,19-09-2023,13-09-2024,No,Renewed
CN002891,C0005209,PL022,Enterprise,18,12-08-2018,03-02-2020,Yes,Renewed
CN002892,C0005210,PL009,Postpaid Mobile,12,12-12-2014,07-12-2015,No,Not Renewed
CN002893,C0005211,PL016,Fiber Broadband,24,14-09-2015,03-09-2017,No,Active
CN002894,C0005212,PL009,Postpaid Mobile,12,08-02-2024,02-02-2025,No,Not Renewed
CN002895,C0005216,PL018,Fiber Broadband,24,01-01-2014,22-12-2015,Yes,Active
CN002896,C0005218,PL005,Prepaid Mobile,12,04-11-2015,29-10-2016,Yes,Auto-Renewed
CN002897,C0005220,PL005,Prepaid Mobile,12,01-01-2014,27-12-2014,Yes,Active
CN002898,C0005221,PL021,Enterprise,12,21-03-2016,16-03-2017,Yes,Renewed
CN002899,C0005222,PL007,Postpaid Mobile,18,31-08-2024,22-02-2026,Yes,Active
CN002900,C0005224,PL005,Prepaid Mobile,24,01-01-2014,22-12-2015,No,Pending
CN002901,C0005227,PL008,Postpaid Mobile,18,01-03-2019,22-08-2020,Yes,Renewed
CN002902,C0005229,PL007,Postpaid Mobile,36,16-11-2014,31-10-2017,No,Pending
CN002903,C0005234,PL017,Fiber Broadband,12,01-01-2014,27-12-2014,Yes,Renewed
CN002904,C0005236,PL022,Enterprise,24,21-09-2015,10-09-2017,Yes,Active
CN002905,C0005237,PL017,Fiber Broadband,24,01-01-2014,22-12-2015,Yes,Renewed
CN002906,C0005238,PL009,Postpaid Mobile,24,09-03-2023,26-02-2025,Yes,Auto-Renewed
CN002907,C0005241,PL017,Fiber Broadband,24,15-10-2014,04-10-2016,Yes,Active
CN002908,C0005242,PL011,Postpaid Mobile,12,22-06-2020,17-06-2021,No,Renewed
CN002909,C0005243,PL017,Fiber Broadband,12,01-01-2014,27-12-2014,Yes,Auto-Renewed
CN002910,C0005245,PL006,Prepaid Mobile,24,02-08-2024,23-07-2026,Yes,Auto-Renewed
CN002911,C0005246,PL005,Prepaid Mobile,24,03-09-2015,23-08-2017,Yes,Renewed
CN002912,C0005247,PL007,Postpaid Mobile,12,27-06-2014,22-06-2015,Yes,Active
CN002913,C0005249,PL005,Prepaid Mobile,24,07-02-2018,28-01-2020,Yes,Renewed
CN002914,C0005250,PL007,Postpaid Mobile,24,26-02-2017,16-02-2019,No,Renewed
CN002915,C0005251,PL021,Enterprise,36,01-01-2014,16-12-2016,Yes,Auto-Renewed
CN002916,C0005253,PL006,Prepaid Mobile,36,17-07-2018,01-07-2021,Yes,Pending
CN002917,C0005255,PL016,Fiber Broadband,24,17-04-2017,07-04-2019,Yes,Pending
CN002918,C0005257,PL006,Prepaid Mobile,24,26-02-2025,16-02-2027,No,Not Renewed
CN002919,C0005259,PL011,Postpaid Mobile,24,24-04-2023,13-04-2025,Yes,Renewed
CN002920,C0005263,PL015,Fiber Broadband,12,04-04-2019,29-03-2020,Yes,Not Renewed
CN002921,C0005265,PL005,Prepaid Mobile,18,01-01-2014,25-06-2015,Yes,Auto-Renewed
CN002922,C0005266,PL021,Enterprise,24,03-06-2023,23-05-2025,No,Auto-Renewed
CN002923,C0005268,PL009,Postpaid Mobile,12,15-04-2025,10-04-2026,No,Auto-Renewed
CN002924,C0005269,PL007,Postpaid Mobile,12,28-07-2021,23-07-2022,Yes,Auto-Renewed
CN002925,C0005271,PL007,Postpaid Mobile,12,30-09-2024,25-09-2025,No,Auto-Renewed
CN002926,C0005272,PL006,Prepaid Mobile,24,05-10-2017,25-09-2019,Yes,Renewed
CN002927,C0005273,PL010,Postpaid Mobile,12,03-08-2025,29-07-2026,No,Not Renewed
CN002928,C0005278,PL011,Postpaid Mobile,24,01-01-2014,22-12-2015,No,Auto-Renewed
CN002929,C0005279,PL018,Fiber Broadband,24,04-02-2021,25-01-2023,Yes,Renewed
CN002930,C0005287,PL007,Postpaid Mobile,12,16-09-2014,11-09-2015,No,Cancelled
CN002931,C0005288,PL006,Prepaid Mobile,12,01-01-2014,27-12-2014,No,Auto-Renewed
CN002932,C0005289,PL005,Prepaid Mobile,12,30-03-2025,25-03-2026,Yes,Renewed
CN002933,C0005290,PL005,Prepaid Mobile,12,01-01-2014,27-12-2014,Yes,Auto-Renewed
CN002934,C0005291,PL006,Prepaid Mobile,24,01-01-2014,22-12-2015,Yes,Auto-Renewed
CN002935,C0005292,PL005,Prepaid Mobile,12,01-01-2014,27-12-2014,Yes,Auto-Renewed
CN002936,C0005294,PL006,Prepaid Mobile,18,17-04-2022,09-10-2023,No,Active
CN002937,C0005295,PL007,Postpaid Mobile,18,12-10-2017,05-04-2019,Yes,Renewed
CN002938,C0005296,PL021,Enterprise,24,01-01-2014,22-12-2015,Yes,Renewed
CN002939,C0005298,PL025,Smart Home,24,27-11-2021,17-11-2023,No,Renewed
CN002940,C0005300,PL021,Enterprise,18,07-08-2019,28-01-2021,No,Renewed
CN002941,C0005301,PL005,Prepaid Mobile,12,30-09-2014,25-09-2015,No,Active
CN002942,C0005302,PL007,Postpaid Mobile,24,26-02-2025,16-02-2027,Yes,Not Renewed
CN002943,C0005307,PL005,Prepaid Mobile,36,25-01-2022,09-01-2025,No,Renewed
CN002944,C0005308,PL024,IoT Solutions,12,20-05-2020,15-05-2021,Yes,Auto-Renewed
CN002945,C0005309,PL018,Fiber Broadband,24,03-07-2016,23-06-2018,No,Auto-Renewed
CN002946,C0005315,PL016,Fiber Broadband,24,31-01-2020,20-01-2022,Yes,Active
CN002947,C0005317,PL010,Postpaid Mobile,24,10-07-2022,29-06-2024,Yes,Renewed
CN002948,C0005318,PL011,Postpaid Mobile,24,01-01-2014,22-12-2015,Yes,Active
CN002949,C0005320,PL006,Prepaid Mobile,12,30-08-2016,25-08-2017,Yes,Renewed
CN002950,C0005321,PL005,Prepaid Mobile,12,29-06-2018,24-06-2019,Yes,Renewed
CN002951,C0005322,PL007,Postpaid Mobile,12,12-07-2014,07-07-2015,Yes,Not Renewed
CN002952,C0005323,PL025,Smart Home,12,16-06-2017,11-06-2018,No,Renewed
CN002953,C0005324,PL007,Postpaid Mobile,12,05-10-2016,30-09-2017,Yes,Auto-Renewed
CN002954,C0005326,PL018,Fiber Broadband,36,01-01-2014,16-12-2016,No,Renewed
CN002955,C0005327,PL010,Postpaid Mobile,12,03-12-2025,28-11-2026,Yes,Auto-Renewed
CN002956,C0005328,PL008,Postpaid Mobile,12,04-08-2018,30-07-2019,Yes,Not Renewed
CN002957,C0005329,PL023,IoT Solutions,18,26-02-2015,19-08-2016,Yes,Pending
CN002958,C0005330,PL015,Fiber Broadband,18,09-01-2020,02-07-2021,Yes,Renewed
CN002959,C0005332,PL005,Prepaid Mobile,24,08-01-2021,29-12-2022,No,Pending
CN002960,C0005337,PL006,Prepaid Mobile,36,25-04-2020,10-04-2023,Yes,Not Renewed
CN002961,C0005340,PL008,Postpaid Mobile,12,12-04-2020,07-04-2021,No,Auto-Renewed
CN002962,C0005341,PL015,Fiber Broadband,18,21-12-2024,14-06-2026,Yes,Not Renewed
CN002963,C0005343,PL017,Fiber Broadband,24,01-01-2014,22-12-2015,Yes,Auto-Renewed
CN002964,C0005344,PL011,Postpaid Mobile,12,24-01-2015,19-01-2016,Yes,Pending
CN002965,C0005345,PL005,Prepaid Mobile,12,27-03-2021,22-03-2022,Yes,Active
CN002966,C0005346,PL022,Enterprise,12,05-02-2024,30-01-2025,No,Pending
CN002967,C0005348,PL024,IoT Solutions,18,13-07-2024,04-01-2026,Yes,Cancelled
CN002968,C0005352,PL009,Postpaid Mobile,12,19-06-2016,14-06-2017,No,Not Renewed
CN002969,C0005353,PL007,Postpaid Mobile,12,28-01-2025,23-01-2026,Yes,Active
CN002970,C0005354,PL006,Prepaid Mobile,12,01-04-2018,27-03-2019,No,Not Renewed
CN002971,C0005355,PL006,Prepaid Mobile,12,01-01-2014,27-12-2014,Yes,Renewed
CN002972,C0005356,PL024,IoT Solutions,24,27-12-2020,17-12-2022,Yes,Renewed
CN002973,C0005357,PL015,Fiber Broadband,24,15-06-2025,05-06-2027,Yes,Not Renewed
CN002974,C0005358,PL005,Prepaid Mobile,24,03-09-2015,23-08-2017,Yes,Active
CN002975,C0005359,PL016,Fiber Broadband,24,19-06-2023,08-06-2025,No,Pending
CN002976,C0005360,PL005,Prepaid Mobile,24,19-09-2019,08-09-2021,Yes,Renewed
CN002977,C0005362,PL007,Postpaid Mobile,12,23-09-2016,18-09-2017,Yes,Active
CN002978,C0005365,PL011,Postpaid Mobile,36,01-01-2014,16-12-2016,Yes,Auto-Renewed
CN002979,C0005370,PL021,Enterprise,18,28-01-2026,22-07-2027,Yes,Auto-Renewed
CN002980,C0005373,PL017,Fiber Broadband,12,01-01-2014,27-12-2014,No,Pending
CN002981,C0005374,PL006,Prepaid Mobile,24,23-05-2019,12-05-2021,Yes,Renewed
CN002982,C0005375,PL024,IoT Solutions,24,30-07-2017,20-07-2019,Yes,Active
CN002983,C0005377,PL022,Enterprise,12,17-04-2025,12-04-2026,Yes,Not Renewed
CN002984,C0005380,PL024,IoT Solutions,24,05-06-2017,26-05-2019,No,Active
CN002985,C0005381,PL016,Fiber Broadband,24,01-01-2014,22-12-2015,No,Renewed
CN002986,C0005388,PL011,Postpaid Mobile,18,01-01-2014,25-06-2015,No,Auto-Renewed
CN002987,C0005389,PL025,Smart Home,12,02-01-2026,28-12-2026,No,Auto-Renewed
CN002988,C0005390,PL016,Fiber Broadband,24,01-01-2014,22-12-2015,No,Active
CN002989,C0005391,PL021,Enterprise,12,04-02-2019,30-01-2020,Yes,Renewed
CN002990,C0005401,PL008,Postpaid Mobile,12,02-11-2018,28-10-2019,Yes,Auto-Renewed
CN002991,C0005402,PL009,Postpaid Mobile,12,16-10-2025,11-10-2026,Yes,Pending
CN002992,C0005403,PL015,Fiber Broadband,24,07-06-2019,27-05-2021,Yes,Active
CN002993,C0005407,PL017,Fiber Broadband,12,02-05-2016,27-04-2017,No,Auto-Renewed
CN002994,C0005408,PL005,Prepaid Mobile,36,01-01-2014,16-12-2016,Yes,Auto-Renewed
CN002995,C0005409,PL018,Fiber Broadband,24,07-04-2023,27-03-2025,Yes,Auto-Renewed
CN002996,C0005412,PL016,Fiber Broadband,36,28-04-2015,12-04-2018,No,Renewed
CN002997,C0005413,PL009,Postpaid Mobile,24,04-11-2018,24-10-2020,Yes,Cancelled
CN002998,C0005415,PL009,Postpaid Mobile,12,25-10-2016,20-10-2017,No,Renewed
CN002999,C0005416,PL005,Prepaid Mobile,18,27-08-2023,17-02-2025,No,Renewed
CN003000,C0005419,PL016,Fiber Broadband,12,01-01-2014,27-12-2014,No,Auto-Renewed
CN003001,C0005420,PL008,Postpaid Mobile,24,26-08-2023,15-08-2025,Yes,Not Renewed
CN003002,C0005422,PL006,Prepaid Mobile,18,16-08-2018,07-02-2020,No,Auto-Renewed
CN003003,C0005424,PL005,Prepaid Mobile,12,01-01-2014,27-12-2014,Yes,Pending
CN003004,C0005426,PL015,Fiber Broadband,18,01-01-2014,25-06-2015,Yes,Auto-Renewed
CN003005,C0005427,PL022,Enterprise,12,22-07-2025,17-07-2026,No,Active
CN003006,C0005429,PL015,Fiber Broadband,12,01-01-2014,27-12-2014,Yes,Pending
CN003007,C0005430,PL007,Postpaid Mobile,36,17-05-2021,01-05-2024,No,Renewed
CN003008,C0005431,PL005,Prepaid Mobile,24,01-01-2014,22-12-2015,No,Renewed
CN003009,C0005432,PL017,Fiber Broadband,24,06-02-2017,27-01-2019,Yes,Not Renewed
CN003010,C0005434,PL021,Enterprise,24,01-01-2014,22-12-2015,Yes,Pending
CN003011,C0005436,PL005,Prepaid Mobile,24,01-01-2014,22-12-2015,Yes,Renewed
CN003012,C0005438,PL010,Postpaid Mobile,12,23-10-2025,18-10-2026,Yes,Auto-Renewed
CN003013,C0005439,PL009,Postpaid Mobile,18,14-05-2024,05-11-2025,Yes,Not Renewed
CN003014,C0005440,PL007,Postpaid Mobile,18,11-10-2024,04-04-2026,No,Active
CN003015,C0005441,PL006,Prepaid Mobile,24,01-01-2014,22-12-2015,Yes,Renewed
CN003016,C0005442,PL006,Prepaid Mobile,36,01-01-2014,16-12-2016,Yes,Renewed
CN003017,C0005443,PL007,Postpaid Mobile,24,09-09-2019,29-08-2021,Yes,Cancelled
CN003018,C0005444,PL017,Fiber Broadband,18,12-06-2019,03-12-2020,Yes,Auto-Renewed
CN003019,C0005445,PL006,Prepaid Mobile,24,20-08-2015,09-08-2017,Yes,Pending
CN003020,C0005447,PL009,Postpaid Mobile,12,23-06-2018,18-06-2019,Yes,Renewed
CN003021,C0005450,PL006,Prepaid Mobile,12,09-09-2025,04-09-2026,No,Pending
CN003022,C0005451,PL010,Postpaid Mobile,24,19-02-2017,09-02-2019,No,Auto-Renewed
CN003023,C0005453,PL010,Postpaid Mobile,24,26-03-2016,16-03-2018,No,Renewed
CN003024,C0005456,PL025,Smart Home,12,03-03-2023,26-02-2024,No,Auto-Renewed
CN003025,C0005457,PL005,Prepaid Mobile,18,02-08-2016,24-01-2018,Yes,Active
CN003026,C0005458,PL025,Smart Home,24,18-10-2023,07-10-2025,No,Cancelled
CN003027,C0005459,PL022,Enterprise,24,19-01-2015,08-01-2017,No,Auto-Renewed
CN003028,C0005461,PL005,Prepaid Mobile,12,01-01-2014,27-12-2014,No,Active
CN003029,C0005462,PL025,Smart Home,12,28-05-2025,23-05-2026,Yes,Renewed
CN003030,C0005464,PL006,Prepaid Mobile,24,01-01-2014,22-12-2015,Yes,Renewed
CN003031,C0005466,PL005,Prepaid Mobile,36,15-02-2016,30-01-2019,Yes,Pending
CN003032,C0005467,PL008,Postpaid Mobile,18,06-07-2025,28-12-2026,Yes,Cancelled
CN003033,C0005472,PL011,Postpaid Mobile,12,06-12-2021,01-12-2022,No,Active
CN003034,C0005473,PL009,Postpaid Mobile,12,25-02-2018,20-02-2019,Yes,Renewed
CN003035,C0005474,PL006,Prepaid Mobile,18,01-01-2014,25-06-2015,Yes,Auto-Renewed
CN003036,C0005475,PL025,Smart Home,18,28-11-2025,22-05-2027,Yes,Active
CN003037,C0005476,PL008,Postpaid Mobile,24,05-10-2017,25-09-2019,Yes,Renewed
CN003038,C0005478,PL006,Prepaid Mobile,12,03-07-2018,28-06-2019,Yes,Renewed
CN003039,C0005481,PL007,Postpaid Mobile,12,25-03-2018,20-03-2019,Yes,Auto-Renewed
CN003040,C0005482,PL010,Postpaid Mobile,36,26-07-2021,10-07-2024,No,Renewed
CN003041,C0005483,PL008,Postpaid Mobile,12,21-12-2014,16-12-2015,Yes,Auto-Renewed
CN003042,C0005485,PL005,Prepaid Mobile,24,30-09-2019,19-09-2021,Yes,Auto-Renewed
CN003043,C0005486,PL023,IoT Solutions,12,29-07-2015,23-07-2016,Yes,Renewed
CN003044,C0005491,PL021,Enterprise,12,24-05-2015,18-05-2016,No,Renewed
CN003045,C0005492,PL011,Postpaid Mobile,24,22-09-2024,12-09-2026,No,Auto-Renewed
CN003046,C0005493,PL016,Fiber Broadband,12,10-12-2018,05-12-2019,Yes,Pending
CN003047,C0005495,PL018,Fiber Broadband,24,01-01-2014,22-12-2015,No,Active
CN003048,C0005497,PL006,Prepaid Mobile,12,19-07-2024,14-07-2025,No,Active
CN003049,C0005501,PL009,Postpaid Mobile,18,15-01-2015,08-07-2016,No,Renewed
CN003050,C0005503,PL005,Prepaid Mobile,24,01-01-2014,22-12-2015,Yes,Renewed
CN003051,C0005504,PL006,Prepaid Mobile,24,30-01-2026,20-01-2028,No,Renewed
CN003052,C0005505,PL006,Prepaid Mobile,24,01-01-2014,22-12-2015,No,Pending
CN003053,C0005507,PL009,Postpaid Mobile,12,31-05-2018,26-05-2019,No,Not Renewed
CN003054,C0005509,PL017,Fiber Broadband,24,20-04-2018,09-04-2020,Yes,Active
CN003055,C0005510,PL005,Prepaid Mobile,12,01-07-2014,26-06-2015,No,Auto-Renewed
CN003056,C0005511,PL005,Prepaid Mobile,18,31-07-2019,21-01-2021,Yes,Not Renewed
CN003057,C0005512,PL008,Postpaid Mobile,12,23-10-2016,18-10-2017,No,Renewed
CN003058,C0005513,PL022,Enterprise,24,11-05-2015,30-04-2017,No,Renewed
CN003059,C0005514,PL011,Postpaid Mobile,12,01-01-2014,27-12-2014,Yes,Pending
CN003060,C0005517,PL005,Prepaid Mobile,36,03-09-2019,18-08-2022,Yes,Renewed
CN003061,C0005518,PL017,Fiber Broadband,24,01-01-2014,22-12-2015,Yes,Active
CN003062,C0005520,PL005,Prepaid Mobile,12,01-01-2014,27-12-2014,Yes,Auto-Renewed
CN003063,C0005522,PL005,Prepaid Mobile,24,25-07-2014,14-07-2016,Yes,Active
CN003064,C0005523,PL018,Fiber Broadband,12,23-06-2021,18-06-2022,No,Renewed
CN003065,C0005524,PL005,Prepaid Mobile,12,01-01-2014,27-12-2014,Yes,Active
CN003066,C0005525,PL006,Prepaid Mobile,12,10-08-2023,04-08-2024,No,Auto-Renewed
CN003067,C0005527,PL011,Postpaid Mobile,12,01-07-2014,26-06-2015,No,Pending
CN003068,C0005528,PL008,Postpaid Mobile,12,28-02-2014,23-02-2015,Yes,Renewed
CN003069,C0005529,PL018,Fiber Broadband,24,24-12-2015,13-12-2017,No,Renewed
CN003070,C0005531,PL009,Postpaid Mobile,36,18-09-2024,03-09-2027,No,Active
CN003071,C0005538,PL005,Prepaid Mobile,12,01-01-2014,27-12-2014,No,Pending
CN003072,C0005540,PL018,Fiber Broadband,18,16-12-2025,09-06-2027,No,Not Renewed
CN003073,C0005541,PL008,Postpaid Mobile,36,11-02-2018,26-01-2021,Yes,Active
CN003074,C0005542,PL021,Enterprise,12,01-01-2014,27-12-2014,No,Renewed
CN003075,C0005543,PL018,Fiber Broadband,36,01-01-2014,16-12-2016,Yes,Active
CN003076,C0005544,PL025,Smart Home,24,31-05-2015,20-05-2017,No,Not Renewed
CN003077,C0005547,PL006,Prepaid Mobile,12,01-01-2024,26-12-2024,Yes,Active
CN003078,C0005548,PL023,IoT Solutions,12,09-06-2018,04-06-2019,Yes,Active
CN003079,C0005549,PL011,Postpaid Mobile,12,01-01-2014,27-12-2014,No,Renewed
CN003080,C0005552,PL015,Fiber Broadband,18,19-12-2018,11-06-2020,Yes,Auto-Renewed
CN003081,C0005554,PL011,Postpaid Mobile,12,08-06-2023,02-06-2024,Yes,Cancelled
CN003082,C0005555,PL016,Fiber Broadband,24,01-01-2014,22-12-2015,Yes,Not Renewed
CN003083,C0005557,PL007,Postpaid Mobile,36,23-01-2019,07-01-2022,Yes,Pending
CN003084,C0005559,PL024,IoT Solutions,12,10-05-2021,05-05-2022,Yes,Renewed
CN003085,C0005562,PL009,Postpaid Mobile,12,04-04-2020,30-03-2021,Yes,Cancelled
CN003086,C0005564,PL005,Prepaid Mobile,24,28-01-2022,18-01-2024,No,Renewed
CN003087,C0005566,PL016,Fiber Broadband,12,29-09-2018,24-09-2019,Yes,Renewed
CN003088,C0005567,PL011,Postpaid Mobile,18,01-01-2014,25-06-2015,Yes,Renewed
CN003089,C0005571,PL006,Prepaid Mobile,18,01-01-2014,25-06-2015,Yes,Active
CN003090,C0005573,PL023,IoT Solutions,18,16-11-2022,09-05-2024,No,Auto-Renewed
CN003091,C0005575,PL011,Postpaid Mobile,12,01-01-2014,27-12-2014,No,Renewed
CN003092,C0005576,PL009,Postpaid Mobile,24,13-01-2026,03-01-2028,Yes,Not Renewed
CN003093,C0005579,PL006,Prepaid Mobile,12,17-06-2020,12-06-2021,No,Renewed
CN003094,C0005582,PL021,Enterprise,12,01-01-2014,27-12-2014,Yes,Auto-Renewed
CN003095,C0005584,PL006,Prepaid Mobile,12,16-11-2014,11-11-2015,Yes,Renewed
CN003096,C0005588,PL006,Prepaid Mobile,12,12-04-2015,06-04-2016,No,Auto-Renewed
CN003097,C0005591,PL016,Fiber Broadband,12,01-01-2014,27-12-2014,No,Not Renewed
CN003098,C0005593,PL022,Enterprise,12,18-06-2015,12-06-2016,Yes,Renewed
CN003099,C0005594,PL021,Enterprise,24,27-09-2020,17-09-2022,Yes,Renewed
CN003100,C0005595,PL007,Postpaid Mobile,24,07-02-2026,28-01-2028,No,Renewed
CN003101,C0005596,PL023,IoT Solutions,12,10-05-2025,05-05-2026,No,Not Renewed
CN003102,C0005597,PL006,Prepaid Mobile,12,01-01-2014,27-12-2014,No,Renewed
CN003103,C0005598,PL006,Prepaid Mobile,18,18-10-2019,10-04-2021,Yes,Renewed
CN003104,C0005600,PL006,Prepaid Mobile,18,01-01-2014,25-06-2015,No,Auto-Renewed
CN003105,C0005601,PL022,Enterprise,12,12-01-2018,07-01-2019,Yes,Active
CN003106,C0005603,PL017,Fiber Broadband,36,02-12-2016,17-11-2019,No,Pending
CN003107,C0005607,PL007,Postpaid Mobile,18,20-08-2020,11-02-2022,Yes,Active
CN003108,C0005609,PL005,Prepaid Mobile,12,01-01-2014,27-12-2014,Yes,Renewed
CN003109,C0005610,PL022,Enterprise,36,26-06-2024,11-06-2027,Yes,Pending
CN003110,C0005612,PL015,Fiber Broadband,12,01-01-2014,27-12-2014,Yes,Active
CN003111,C0005616,PL011,Postpaid Mobile,36,01-01-2014,16-12-2016,No,Renewed
CN003112,C0005618,PL025,Smart Home,36,11-12-2018,25-11-2021,Yes,Auto-Renewed
CN003113,C0005619,PL005,Prepaid Mobile,12,31-07-2019,25-07-2020,Yes,Renewed
CN003114,C0005624,PL022,Enterprise,36,19-04-2014,03-04-2017,No,Auto-Renewed
CN003115,C0005625,PL011,Postpaid Mobile,12,14-03-2024,09-03-2025,No,Active
CN003116,C0005626,PL021,Enterprise,12,01-01-2014,27-12-2014,No,Renewed
CN003117,C0005628,PL016,Fiber Broadband,12,01-01-2014,27-12-2014,Yes,Active
CN003118,C0005629,PL006,Prepaid Mobile,18,27-09-2017,21-03-2019,No,Auto-Renewed
CN003119,C0005630,PL005,Prepaid Mobile,12,01-04-2025,27-03-2026,Yes,Auto-Renewed
CN003120,C0005631,PL021,Enterprise,18,24-02-2023,17-08-2024,No,Renewed
CN003121,C0005632,PL006,Prepaid Mobile,18,01-07-2023,22-12-2024,No,Not Renewed
CN003122,C0005633,PL021,Enterprise,12,12-11-2015,06-11-2016,No,Renewed
CN003123,C0005634,PL021,Enterprise,24,28-07-2017,18-07-2019,Yes,Pending
CN003124,C0005635,PL005,Prepaid Mobile,24,04-09-2019,24-08-2021,Yes,Renewed
CN003125,C0005637,PL015,Fiber Broadband,18,03-01-2017,27-06-2018,Yes,Renewed
CN003126,C0005640,PL005,Prepaid Mobile,12,03-03-2019,26-02-2020,No,Renewed
CN003127,C0005641,PL015,Fiber Broadband,24,30-11-2018,19-11-2020,No,Auto-Renewed
CN003128,C0005642,PL009,Postpaid Mobile,24,15-09-2018,04-09-2020,No,Pending
CN003129,C0005646,PL005,Prepaid Mobile,18,17-01-2026,11-07-2027,No,Not Renewed
CN003130,C0005647,PL017,Fiber Broadband,24,30-12-2019,19-12-2021,Yes,Active
CN003131,C0005650,PL010,Postpaid Mobile,36,20-05-2017,04-05-2020,Yes,Renewed
CN003132,C0005651,PL006,Prepaid Mobile,12,01-01-2014,27-12-2014,No,Active
CN003133,C0005653,PL015,Fiber Broadband,24,05-12-2024,25-11-2026,No,Cancelled
CN003134,C0005654,PL024,IoT Solutions,36,19-01-2021,04-01-2024,Yes,Active
CN003135,C0005655,PL015,Fiber Broadband,24,09-03-2021,27-02-2023,Yes,Not Renewed
CN003136,C0005658,PL007,Postpaid Mobile,12,16-06-2024,11-06-2025,Yes,Auto-Renewed
CN003137,C0005660,PL018,Fiber Broadband,24,01-08-2016,22-07-2018,No,Auto-Renewed
CN003138,C0005662,PL015,Fiber Broadband,24,02-05-2016,22-04-2018,Yes,Renewed
CN003139,C0005665,PL008,Postpaid Mobile,12,05-02-2015,31-01-2016,No,Renewed
CN003140,C0005666,PL005,Prepaid Mobile,24,01-01-2014,22-12-2015,Yes,Auto-Renewed
CN003141,C0005668,PL011,Postpaid Mobile,24,01-01-2014,22-12-2015,Yes,Auto-Renewed
CN003142,C0005669,PL008,Postpaid Mobile,12,17-06-2024,12-06-2025,Yes,Active
CN003143,C0005670,PL025,Smart Home,12,17-01-2018,12-01-2019,Yes,Auto-Renewed
CN003144,C0005671,PL006,Prepaid Mobile,36,01-01-2014,16-12-2016,Yes,Renewed
CN003145,C0005675,PL010,Postpaid Mobile,12,13-10-2022,08-10-2023,Yes,Renewed
CN003146,C0005676,PL015,Fiber Broadband,12,01-01-2014,27-12-2014,No,Active
CN003147,C0005679,PL010,Postpaid Mobile,12,23-05-2022,18-05-2023,No,Not Renewed
CN003148,C0005682,PL006,Prepaid Mobile,12,30-06-2016,25-06-2017,Yes,Pending
CN003149,C0005683,PL025,Smart Home,12,31-01-2017,26-01-2018,No,Renewed
CN003150,C0005684,PL015,Fiber Broadband,36,01-01-2014,16-12-2016,No,Renewed
CN003151,C0005686,PL011,Postpaid Mobile,12,01-01-2014,27-12-2014,Yes,Auto-Renewed
CN003152,C0005687,PL008,Postpaid Mobile,24,06-08-2015,26-07-2017,Yes,Pending
CN003153,C0005688,PL006,Prepaid Mobile,12,01-01-2014,27-12-2014,Yes,Auto-Renewed
CN003154,C0005690,PL017,Fiber Broadband,12,27-10-2023,21-10-2024,Yes,Auto-Renewed
CN003155,C0005693,PL006,Prepaid Mobile,12,23-05-2023,17-05-2024,No,Renewed
CN003156,C0005694,PL006,Prepaid Mobile,12,25-01-2025,20-01-2026,No,Auto-Renewed
CN003157,C0005695,PL009,Postpaid Mobile,24,05-12-2020,25-11-2022,No,Active
CN003158,C0005696,PL015,Fiber Broadband,12,29-10-2021,24-10-2022,No,Renewed
CN003159,C0005697,PL017,Fiber Broadband,12,05-08-2015,30-07-2016,No,Auto-Renewed
CN003160,C0005703,PL017,Fiber Broadband,12,18-10-2024,13-10-2025,No,Renewed
CN003161,C0005707,PL009,Postpaid Mobile,36,15-03-2021,28-02-2024,No,Renewed
CN003162,C0005710,PL010,Postpaid Mobile,18,03-06-2020,25-11-2021,No,Renewed
CN003163,C0005713,PL011,Postpaid Mobile,12,26-08-2021,21-08-2022,Yes,Renewed
CN003164,C0005714,PL023,IoT Solutions,36,27-05-2023,11-05-2026,Yes,Active
CN003165,C0005715,PL024,IoT Solutions,12,24-04-2015,18-04-2016,No,Auto-Renewed
CN003166,C0005716,PL021,Enterprise,24,04-05-2015,23-04-2017,Yes,Renewed
CN003167,C0005718,PL016,Fiber Broadband,12,17-01-2014,12-01-2015,No,Renewed
CN003168,C0005719,PL007,Postpaid Mobile,36,10-03-2015,22-02-2018,No,Auto-Renewed
