campaign_id,customer_id,campaign_name,offer_type,contact_date,channel,response,retained_flag
RTC0001878,C0005702,Value Retention,Annual Plan Discount,25-07-2025,WhatsApp,Accepted,No
RTC0001879,C0005704,Value Retention,Free OTT 3 Months,08-03-2026,Call,Accepted,No
RTC0001880,C0005707,Win-Back Drive,Priority Support,03-09-2025,App,Accepted,Yes
RTC0001881,C0005711,Renewal Nudge,Plan Upgrade Offer,04-01-2025,WhatsApp,Declined,Yes
RTC0001882,C0005714,Win-Back Drive,Free OTT 3 Months,07-02-2025,Call,No Response,Yes
RTC0001883,C0005716,Renewal Nudge,Plan Upgrade Offer,03-03-2025,WhatsApp,Accepted,Yes
RTC0001884,C0005722,At-Risk Outreach,Cashback Voucher,03-11-2025,Email,No Response,Yes
RTC0001885,C0005724,Renewal Nudge,Free OTT 3 Months,16-09-2025,Email,Accepted,Yes
RTC0001886,C0005726,At-Risk Outreach,Extra Data 50GB,11-02-2025,Email,Accepted,Yes
RTC0001887,C0005728,Win-Back Drive,Priority Support,01-05-2025,Email,No Response,Yes
RTC0001888,C0005729,Value Retention,Loyalty Discount 10%,07-03-2025,Call,Declined,Yes
RTC0001889,C0005730,Win-Back Drive,Cashback Voucher,14-02-2025,WhatsApp,Declined,Yes
RTC0001890,C0005734,Loyalty Save,Priority Support,10-03-2026,App,No Response,Yes
RTC0001891,C0005735,Loyalty Save,Priority Support,12-02-2026,App,Declined,Yes
RTC0001892,C0005737,Win-Back Drive,Priority Support,20-02-2026,SMS,Accepted,Yes
RTC0001893,C0005747,At-Risk Outreach,Loyalty Discount 10%,25-05-2025,Call,Accepted,No
RTC0001894,C0005751,Win-Back Drive,Bill Waiver,17-02-2026,App,No Response,Yes
RTC0001895,C0005755,Loyalty Save,Loyalty Discount 10%,15-02-2025,WhatsApp,Accepted,Yes
RTC0001896,C0005759,Value Retention,Cashback Voucher,16-11-2025,Email,Accepted,Yes
RTC0001897,C0005760,Win-Back Drive,Loyalty Discount 10%,21-07-2025,Email,No Response,Yes
RTC0001898,C0005762,Renewal Nudge,Bill Waiver,06-03-2026,Call,No Response,No
RTC0001899,C0005764,Loyalty Save,Extra Data 50GB,02-08-2025,Call,Declined,Yes
RTC0001900,C0005765,Loyalty Save,Extra Data 50GB,13-06-2025,App,Declined,Yes
RTC0001901,C0005769,Win-Back Drive,Annual Plan Discount,05-11-2025,App,Accepted,Yes
RTC0001902,C0005774,Value Retention,Priority Support,26-02-2026,Call,Declined,Yes
RTC0001903,C0005775,Loyalty Save,Bill Waiver,14-02-2025,SMS,No Response,Yes
RTC0001904,C0005777,Loyalty Save,Priority Support,08-03-2025,SMS,Declined,Yes
RTC0001905,C0005778,At-Risk Outreach,Annual Plan Discount,26-12-2025,SMS,Declined,No
RTC0001906,C0005779,Renewal Nudge,Loyalty Discount 10%,09-01-2025,App,Declined,No
RTC0001907,C0005788,Win-Back Drive,Loyalty Discount 10%,10-01-2026,Call,Accepted,Yes
RTC0001908,C0005792,Value Retention,Extra Data 50GB,12-12-2025,WhatsApp,Declined,Yes
RTC0001909,C0005793,Value Retention,Bill Waiver,06-07-2025,Email,No Response,No
RTC0001910,C0005806,Value Retention,Plan Upgrade Offer,17-03-2026,SMS,Declined,Yes
RTC0001911,C0005817,Loyalty Save,Priority Support,05-04-2025,SMS,Declined,Yes
RTC0001912,C0005820,At-Risk Outreach,Free OTT 3 Months,13-10-2025,WhatsApp,Declined,Yes
RTC0001913,C0005821,Win-Back Drive,Extra Data 50GB,22-07-2025,App,Accepted,Yes
RTC0001914,C0005822,Win-Back Drive,Annual Plan Discount,01-08-2025,Call,Declined,Yes
RTC0001915,C0005823,Value Retention,Bill Waiver,16-07-2025,SMS,Declined,Yes
RTC0001916,C0005825,At-Risk Outreach,Bill Waiver,29-10-2025,Email,No Response,No
RTC0001917,C0005826,Renewal Nudge,Cashback Voucher,27-01-2026,Call,Accepted,Yes
RTC0001918,C0005827,Win-Back Drive,Annual Plan Discount,10-06-2025,WhatsApp,No Response,Yes
RTC0001919,C0005828,Renewal Nudge,Free OTT 3 Months,19-03-2026,App,Accepted,Yes
RTC0001920,C0005830,Win-Back Drive,Plan Upgrade Offer,17-10-2025,Call,Accepted,Yes
RTC0001921,C0005836,Win-Back Drive,Bill Waiver,23-10-2025,App,No Response,No
RTC0001922,C0005837,Value Retention,Plan Upgrade Offer,22-10-2025,Call,Accepted,Yes
RTC0001923,C0005840,At-Risk Outreach,Plan Upgrade Offer,27-06-2025,App,Declined,Yes
RTC0001924,C0005841,Loyalty Save,Free OTT 3 Months,17-07-2025,SMS,Accepted,Yes
RTC0001925,C0005842,Loyalty Save,Plan Upgrade Offer,20-03-2025,SMS,No Response,Yes
RTC0001926,C0005843,Value Retention,Loyalty Discount 10%,13-01-2026,App,Accepted,Yes
RTC0001927,C0005844,Loyalty Save,Extra Data 50GB,05-08-2025,WhatsApp,Accepted,Yes
RTC0001928,C0005846,Value Retention,Cashback Voucher,18-09-2025,Call,Accepted,No
RTC0001929,C0005848,Value Retention,Loyalty Discount 10%,25-03-2025,Email,Accepted,Yes
RTC0001930,C0005852,Value Retention,Extra Data 50GB,17-09-2025,Call,Accepted,Yes
RTC0001931,C0005854,Loyalty Save,Annual Plan Discount,29-04-2025,App,Accepted,Yes
RTC0001932,C0005856,Loyalty Save,Extra Data 50GB,22-05-2025,Call,Accepted,Yes
RTC0001933,C0005858,Value Retention,Plan Upgrade Offer,18-12-2025,App,No Response,Yes
RTC0001934,C0005863,Loyalty Save,Cashback Voucher,25-03-2025,Email,Accepted,Yes
RTC0001935,C0005868,Loyalty Save,Cashback Voucher,24-12-2025,Call,Accepted,Yes
RTC0001936,C0005869,At-Risk Outreach,Extra Data 50GB,01-06-2025,App,Accepted,Yes
RTC0001937,C0005874,Win-Back Drive,Annual Plan Discount,13-03-2026,Email,Declined,Yes
RTC0001938,C0005876,At-Risk Outreach,Cashback Voucher,31-01-2026,Email,Accepted,Yes
RTC0001939,C0005883,Loyalty Save,Loyalty Discount 10%,07-06-2025,Email,Accepted,Yes
RTC0001940,C0005887,Win-Back Drive,Annual Plan Discount,01-02-2026,App,Accepted,Yes
RTC0001941,C0005891,At-Risk Outreach,Plan Upgrade Offer,23-06-2025,Call,Accepted,Yes
RTC0001942,C0005893,Renewal Nudge,Cashback Voucher,02-02-2025,WhatsApp,Accepted,No
RTC0001943,C0005894,Renewal Nudge,Plan Upgrade Offer,10-05-2025,App,Accepted,Yes
RTC0001944,C0005897,Win-Back Drive,Bill Waiver,30-03-2025,Email,Declined,Yes
RTC0001945,C0005901,Renewal Nudge,Priority Support,16-06-2025,WhatsApp,No Response,No
RTC0001946,C0005902,Renewal Nudge,Plan Upgrade Offer,04-02-2025,Call,Accepted,No
RTC0001947,C0005903,Renewal Nudge,Annual Plan Discount,03-11-2025,SMS,No Response,Yes
RTC0001948,C0005905,At-Risk Outreach,Bill Waiver,16-12-2025,WhatsApp,No Response,Yes
RTC0001949,C0005908,Renewal Nudge,Bill Waiver,12-04-2025,App,Accepted,No
RTC0001950,C0005915,At-Risk Outreach,Extra Data 50GB,23-02-2026,SMS,Declined,Yes
RTC0001951,C0005917,Loyalty Save,Bill Waiver,19-09-2025,Call,No Response,Yes
RTC0001952,C0005918,Loyalty Save,Annual Plan Discount,06-07-2025,Email,Accepted,Yes
RTC0001953,C0005923,At-Risk Outreach,Annual Plan Discount,27-06-2025,WhatsApp,Declined,Yes
RTC0001954,C0005926,At-Risk Outreach,Priority Support,10-12-2025,Email,Declined,Yes
RTC0001955,C0005928,Win-Back Drive,Loyalty Discount 10%,29-01-2025,WhatsApp,Declined,Yes
RTC0001956,C0005929,At-Risk Outreach,Annual Plan Discount,27-09-2025,Call,Declined,Yes
RTC0001957,C0005933,Renewal Nudge,Priority Support,09-03-2025,WhatsApp,Accepted,Yes
RTC0001958,C0005934,Win-Back Drive,Bill Waiver,12-04-2025,WhatsApp,Declined,Yes
RTC0001959,C0005940,Loyalty Save,Free OTT 3 Months,21-10-2025,App,Accepted,Yes
RTC0001960,C0005942,Loyalty Save,Plan Upgrade Offer,23-09-2025,App,No Response,Yes
RTC0001961,C0005943,Win-Back Drive,Extra Data 50GB,09-11-2025,App,No Response,Yes
RTC0001962,C0005945,Renewal Nudge,Bill Waiver,17-10-2025,Email,No Response,Yes
RTC0001963,C0005949,Renewal Nudge,Plan Upgrade Offer,10-08-2025,Call,Accepted,Yes
RTC0001964,C0005950,Value Retention,Cashback Voucher,03-05-2025,Call,Accepted,Yes
RTC0001965,C0005951,Win-Back Drive,Bill Waiver,22-05-2025,Email,Accepted,Yes
RTC0001966,C0005952,Renewal Nudge,Extra Data 50GB,03-12-2025,SMS,Accepted,Yes
RTC0001967,C0005955,Renewal Nudge,Bill Waiver,16-11-2025,Call,Accepted,Yes
RTC0001968,C0005960,Renewal Nudge,Plan Upgrade Offer,19-06-2025,SMS,No Response,Yes
RTC0001969,C0005961,Value Retention,Annual Plan Discount,03-09-2025,SMS,Accepted,Yes
RTC0001970,C0005964,Value Retention,Extra Data 50GB,14-04-2025,SMS,No Response,Yes
RTC0001971,C0005966,Renewal Nudge,Plan Upgrade Offer,12-01-2025,SMS,Accepted,Yes
RTC0001972,C0005967,Loyalty Save,Bill Waiver,27-02-2026,WhatsApp,Declined,Yes
RTC0001973,C0005969,Renewal Nudge,Bill Waiver,15-07-2025,App,No Response,No
RTC0001974,C0005976,Renewal Nudge,Priority Support,03-03-2026,Call,Accepted,Yes
RTC0001975,C0005977,At-Risk Outreach,Free OTT 3 Months,26-03-2025,Email,No Response,No
RTC0001976,C0005984,Win-Back Drive,Bill Waiver,18-09-2025,Email,Accepted,Yes
RTC0001977,C0005986,Renewal Nudge,Bill Waiver,22-03-2025,WhatsApp,No Response,No
RTC0001978,C0005987,Loyalty Save,Extra Data 50GB,30-08-2025,WhatsApp,Declined,Yes
RTC0001979,C0005989,At-Risk Outreach,Annual Plan Discount,27-02-2026,Call,Accepted,Yes
RTC0001980,C0005993,Win-Back Drive,Plan Upgrade Offer,16-08-2025,App,Accepted,Yes
RTC0001981,C0005995,Win-Back Drive,Bill Waiver,01-01-2026,WhatsApp,Accepted,Yes
RTC0001982,C0005997,Renewal Nudge,Priority Support,02-11-2025,SMS,Declined,No
RTC0001983,C0006000,At-Risk Outreach,Priority Support,12-03-2026,WhatsApp,No Response,Yes
RTC0001984,C0006009,At-Risk Outreach,Loyalty Discount 10%,09-02-2026,Email,Accepted,Yes
RTC0001985,C0006020,Value Retention,Cashback Voucher,09-02-2025,SMS,Accepted,Yes
RTC0001986,C0006021,Value Retention,Extra Data 50GB,28-10-2025,WhatsApp,Accepted,Yes
RTC0001987,C0006029,At-Risk Outreach,Annual Plan Discount,31-05-2025,WhatsApp,Accepted,Yes
RTC0001988,C0006030,Renewal Nudge,Plan Upgrade Offer,07-07-2025,App,No Response,No
RTC0001989,C0006031,At-Risk Outreach,Annual Plan Discount,10-03-2026,WhatsApp,Accepted,Yes
RTC0001990,C0006032,At-Risk Outreach,Bill Waiver,23-05-2025,WhatsApp,Accepted,Yes
RTC0001991,C0006035,Loyalty Save,Bill Waiver,11-05-2025,WhatsApp,Accepted,Yes
RTC0001992,C0006036,Loyalty Save,Plan Upgrade Offer,13-12-2025,Call,Declined,Yes
RTC0001993,C0006037,Win-Back Drive,Loyalty Discount 10%,14-05-2025,App,Declined,Yes
RTC0001994,C0006041,Renewal Nudge,Bill Waiver,17-03-2025,Email,Declined,No
RTC0001995,C0006044,Value Retention,Priority Support,14-10-2025,Call,Declined,Yes
RTC0001996,C0006046,Value Retention,Bill Waiver,18-06-2025,SMS,No Response,Yes
RTC0001997,C0006047,At-Risk Outreach,Priority Support,20-06-2025,Email,Accepted,Yes
RTC0001998,C0006050,Loyalty Save,Extra Data 50GB,19-05-2025,App,Declined,No
RTC0001999,C0006059,Loyalty Save,Bill Waiver,01-11-2025,WhatsApp,No Response,Yes
RTC0002000,C0006061,Loyalty Save,Bill Waiver,12-05-2025,SMS,Declined,No
RTC0002001,C0006066,Value Retention,Bill Waiver,14-01-2025,SMS,Declined,Yes
RTC0002002,C0006070,Renewal Nudge,Extra Data 50GB,28-11-2025,SMS,Accepted,Yes
RTC0002003,C0006076,Renewal Nudge,Annual Plan Discount,14-09-2025,App,Accepted,Yes
RTC0002004,C0006077,Win-Back Drive,Priority Support,26-07-2025,WhatsApp,Declined,No
RTC0002005,C0006082,Win-Back Drive,Plan Upgrade Offer,10-11-2025,App,Accepted,Yes
RTC0002006,C0006083,At-Risk Outreach,Loyalty Discount 10%,22-01-2026,App,Accepted,Yes
RTC0002007,C0006084,Loyalty Save,Plan Upgrade Offer,23-08-2025,SMS,Accepted,Yes
RTC0002008,C0006092,Value Retention,Extra Data 50GB,08-02-2025,WhatsApp,Declined,Yes
RTC0002009,C0006097,Value Retention,Free OTT 3 Months,25-05-2025,Email,Accepted,Yes
RTC0002010,C0006100,At-Risk Outreach,Annual Plan Discount,14-11-2025,Call,Accepted,Yes
RTC0002011,C0006101,At-Risk Outreach,Bill Waiver,10-12-2025,App,No Response,Yes
RTC0002012,C0006113,Win-Back Drive,Loyalty Discount 10%,03-04-2025,Email,Accepted,Yes
RTC0002013,C0006118,Win-Back Drive,Loyalty Discount 10%,03-12-2025,Call,Declined,Yes
RTC0002014,C0006119,Renewal Nudge,Bill Waiver,14-02-2026,SMS,Declined,Yes
RTC0002015,C0006123,Win-Back Drive,Cashback Voucher,13-02-2026,App,No Response,No
RTC0002016,C0006126,Win-Back Drive,Free OTT 3 Months,31-01-2026,WhatsApp,Accepted,Yes
RTC0002017,C0006127,At-Risk Outreach,Extra Data 50GB,31-08-2025,Email,Accepted,Yes
RTC0002018,C0006128,Value Retention,Bill Waiver,09-09-2025,Email,No Response,Yes
RTC0002019,C0006135,Win-Back Drive,Loyalty Discount 10%,25-12-2025,App,No Response,No
RTC0002020,C0006136,Renewal Nudge,Extra Data 50GB,11-02-2025,Call,Accepted,Yes
RTC0002021,C0006139,Renewal Nudge,Loyalty Discount 10%,30-10-2025,WhatsApp,No Response,Yes
RTC0002022,C0006142,At-Risk Outreach,Loyalty Discount 10%,06-11-2025,Call,Accepted,Yes
RTC0002023,C0006143,Value Retention,Annual Plan Discount,12-09-2025,App,Accepted,Yes
RTC0002024,C0006147,Loyalty Save,Loyalty Discount 10%,24-05-2025,Email,Declined,No
RTC0002025,C0006151,Win-Back Drive,Annual Plan Discount,06-10-2025,App,Accepted,No
RTC0002026,C0006154,At-Risk Outreach,Extra Data 50GB,17-05-2025,SMS,Accepted,No
RTC0002027,C0006155,At-Risk Outreach,Free OTT 3 Months,18-10-2025,SMS,No Response,Yes
RTC0002028,C0006158,At-Risk Outreach,Extra Data 50GB,26-04-2025,Email,No Response,No
RTC0002029,C0006159,Value Retention,Free OTT 3 Months,14-02-2025,App,Accepted,No
RTC0002030,C0006166,Renewal Nudge,Extra Data 50GB,05-03-2026,Email,Declined,Yes
RTC0002031,C0006172,Loyalty Save,Annual Plan Discount,25-10-2025,SMS,Accepted,Yes
RTC0002032,C0006173,Win-Back Drive,Annual Plan Discount,13-09-2025,App,Declined,Yes
RTC0002033,C0006174,Renewal Nudge,Cashback Voucher,02-02-2025,WhatsApp,Accepted,Yes
RTC0002034,C0006175,Win-Back Drive,Loyalty Discount 10%,24-03-2026,WhatsApp,No Response,No
RTC0002035,C0006177,At-Risk Outreach,Free OTT 3 Months,14-09-2025,Call,Declined,Yes
RTC0002036,C0006178,Loyalty Save,Loyalty Discount 10%,23-04-2025,Email,Accepted,Yes
RTC0002037,C0006186,Renewal Nudge,Extra Data 50GB,19-05-2025,Email,Accepted,Yes
RTC0002038,C0006187,At-Risk Outreach,Plan Upgrade Offer,13-02-2025,WhatsApp,Accepted,Yes
RTC0002039,C0006189,Win-Back Drive,Plan Upgrade Offer,11-12-2025,WhatsApp,No Response,Yes
RTC0002040,C0006192,Loyalty Save,Free OTT 3 Months,28-01-2025,Email,No Response,Yes
RTC0002041,C0006195,Win-Back Drive,Cashback Voucher,01-01-2025,SMS,Accepted,Yes
RTC0002042,C0006198,Renewal Nudge,Plan Upgrade Offer,15-11-2025,Call,No Response,Yes
RTC0002043,C0006204,At-Risk Outreach,Free OTT 3 Months,29-01-2025,Call,No Response,Yes
RTC0002044,C0006205,Loyalty Save,Extra Data 50GB,16-06-2025,SMS,Accepted,Yes
RTC0002045,C0006211,Renewal Nudge,Loyalty Discount 10%,19-02-2026,Email,No Response,No
RTC0002046,C0006213,Value Retention,Bill Waiver,06-02-2025,Call,No Response,No
RTC0002047,C0006214,Win-Back Drive,Extra Data 50GB,30-01-2025,Call,Declined,Yes
RTC0002048,C0006217,At-Risk Outreach,Plan Upgrade Offer,09-05-2025,Call,Declined,Yes
RTC0002049,C0006219,At-Risk Outreach,Plan Upgrade Offer,05-11-2025,App,No Response,Yes
RTC0002050,C0006220,At-Risk Outreach,Bill Waiver,08-01-2025,Call,No Response,Yes
RTC0002051,C0006224,At-Risk Outreach,Plan Upgrade Offer,16-03-2026,App,Accepted,No
RTC0002052,C0006226,Loyalty Save,Plan Upgrade Offer,22-01-2025,WhatsApp,Accepted,Yes
RTC0002053,C0006228,Win-Back Drive,Priority Support,30-04-2025,Call,Accepted,Yes
RTC0002054,C0006229,Win-Back Drive,Loyalty Discount 10%,26-02-2026,App,No Response,Yes
RTC0002055,C0006234,Value Retention,Plan Upgrade Offer,10-06-2025,Call,Accepted,Yes
RTC0002056,C0006236,Renewal Nudge,Annual Plan Discount,18-12-2025,SMS,Declined,Yes
RTC0002057,C0006242,At-Risk Outreach,Plan Upgrade Offer,13-03-2026,SMS,Accepted,Yes
RTC0002058,C0006245,Value Retention,Cashback Voucher,24-03-2025,App,Declined,No
RTC0002059,C0006246,Value Retention,Loyalty Discount 10%,14-06-2025,App,Accepted,Yes
RTC0002060,C0006250,Renewal Nudge,Extra Data 50GB,01-12-2025,Call,Declined,Yes
RTC0002061,C0006256,Loyalty Save,Loyalty Discount 10%,18-01-2025,App,Accepted,Yes
RTC0002062,C0006266,At-Risk Outreach,Annual Plan Discount,25-03-2025,Call,No Response,Yes
RTC0002063,C0006267,Value Retention,Annual Plan Discount,27-12-2025,SMS,Accepted,Yes
RTC0002064,C0006268,Win-Back Drive,Priority Support,22-01-2026,SMS,Declined,Yes
RTC0002065,C0006271,Win-Back Drive,Loyalty Discount 10%,07-02-2025,WhatsApp,No Response,Yes
RTC0002066,C0006278,At-Risk Outreach,Priority Support,28-02-2026,Email,Accepted,Yes
RTC0002067,C0006280,Value Retention,Loyalty Discount 10%,21-03-2026,WhatsApp,Declined,Yes
RTC0002068,C0006281,Win-Back Drive,Free OTT 3 Months,23-04-2025,SMS,Accepted,Yes
RTC0002069,C0006282,At-Risk Outreach,Priority Support,15-08-2025,WhatsApp,Accepted,Yes
RTC0002070,C0006283,Renewal Nudge,Annual Plan Discount,07-01-2025,App,Accepted,Yes
RTC0002071,C0006284,Win-Back Drive,Priority Support,08-11-2025,Email,No Response,Yes
RTC0002072,C0006285,Renewal Nudge,Free OTT 3 Months,17-12-2025,WhatsApp,No Response,Yes
RTC0002073,C0006290,Renewal Nudge,Bill Waiver,30-03-2025,WhatsApp,No Response,No
RTC0002074,C0006293,At-Risk Outreach,Cashback Voucher,30-05-2025,Call,No Response,Yes
RTC0002075,C0006299,At-Risk Outreach,Free OTT 3 Months,02-08-2025,Call,Declined,No
RTC0002076,C0006302,At-Risk Outreach,Priority Support,02-05-2025,Call,No Response,Yes
RTC0002077,C0006308,Loyalty Save,Plan Upgrade Offer,15-05-2025,SMS,Accepted,Yes
RTC0002078,C0006309,Value Retention,Free OTT 3 Months,24-06-2025,Email,No Response,Yes
RTC0002079,C0006311,Renewal Nudge,Plan Upgrade Offer,10-09-2025,App,No Response,Yes
RTC0002080,C0006316,Value Retention,Plan Upgrade Offer,01-10-2025,Call,Accepted,Yes
RTC0002081,C0006317,Value Retention,Bill Waiver,19-12-2025,Call,Accepted,Yes
RTC0002082,C0006319,Renewal Nudge,Plan Upgrade Offer,16-05-2025,SMS,Accepted,Yes
RTC0002083,C0006320,Renewal Nudge,Priority Support,21-06-2025,SMS,Declined,Yes
RTC0002084,C0006321,Loyalty Save,Cashback Voucher,03-02-2025,WhatsApp,Declined,No
RTC0002085,C0006325,Value Retention,Plan Upgrade Offer,24-07-2025,App,No Response,Yes
RTC0002086,C0006329,At-Risk Outreach,Loyalty Discount 10%,05-03-2026,Email,Declined,Yes
RTC0002087,C0006332,Renewal Nudge,Loyalty Discount 10%,01-02-2026,App,No Response,Yes
RTC0002088,C0006333,Loyalty Save,Plan Upgrade Offer,14-10-2025,SMS,No Response,Yes
RTC0002089,C0006335,Renewal Nudge,Extra Data 50GB,21-07-2025,WhatsApp,Accepted,Yes
RTC0002090,C0006336,Win-Back Drive,Bill Waiver,28-10-2025,Email,Accepted,Yes
RTC0002091,C0006343,Loyalty Save,Free OTT 3 Months,27-03-2026,Call,No Response,Yes
RTC0002092,C0006347,Renewal Nudge,Plan Upgrade Offer,02-03-2026,App,No Response,Yes
RTC0002093,C0006348,Renewal Nudge,Annual Plan Discount,08-03-2026,App,Accepted,Yes
RTC0002094,C0006354,Win-Back Drive,Loyalty Discount 10%,06-08-2025,Call,Accepted,Yes
RTC0002095,C0006358,At-Risk Outreach,Plan Upgrade Offer,29-03-2025,SMS,Accepted,Yes
RTC0002096,C0006361,Renewal Nudge,Loyalty Discount 10%,26-01-2026,Email,Declined,No
RTC0002097,C0006362,Loyalty Save,Free OTT 3 Months,16-05-2025,Call,Accepted,Yes
RTC0002098,C0006363,Loyalty Save,Annual Plan Discount,09-05-2025,WhatsApp,Accepted,No
RTC0002099,C0006371,Win-Back Drive,Free OTT 3 Months,17-09-2025,App,No Response,Yes
RTC0002100,C0006372,At-Risk Outreach,Priority Support,04-08-2025,Call,Declined,Yes
RTC0002101,C0006373,Renewal Nudge,Bill Waiver,28-01-2025,Call,No Response,Yes
RTC0002102,C0006374,Loyalty Save,Loyalty Discount 10%,10-12-2025,WhatsApp,Declined,No
RTC0002103,C0006375,Loyalty Save,Loyalty Discount 10%,10-01-2025,Call,No Response,Yes
RTC0002104,C0006378,Loyalty Save,Loyalty Discount 10%,03-06-2025,Call,Accepted,Yes
RTC0002105,C0006382,Loyalty Save,Cashback Voucher,28-12-2025,SMS,Accepted,No
RTC0002106,C0006384,Win-Back Drive,Plan Upgrade Offer,01-05-2025,SMS,Accepted,Yes
RTC0002107,C0006389,Loyalty Save,Free OTT 3 Months,20-09-2025,Email,Accepted,Yes
RTC0002108,C0006392,Value Retention,Bill Waiver,03-07-2025,WhatsApp,Declined,No
RTC0002109,C0006393,Win-Back Drive,Loyalty Discount 10%,20-03-2026,SMS,No Response,No
RTC0002110,C0006399,Value Retention,Cashback Voucher,24-10-2025,App,No Response,Yes
RTC0002111,C0006401,Win-Back Drive,Annual Plan Discount,14-11-2025,WhatsApp,Declined,Yes
RTC0002112,C0006403,Win-Back Drive,Free OTT 3 Months,30-04-2025,App,No Response,Yes
RTC0002113,C0006404,Loyalty Save,Bill Waiver,22-01-2026,App,Accepted,No
RTC0002114,C0006405,At-Risk Outreach,Bill Waiver,07-02-2026,SMS,Accepted,Yes
RTC0002115,C0006409,Value Retention,Priority Support,28-08-2025,SMS,Declined,Yes
RTC0002116,C0006417,Renewal Nudge,Bill Waiver,19-07-2025,App,No Response,No
RTC0002117,C0006421,Loyalty Save,Bill Waiver,06-08-2025,SMS,Accepted,Yes
RTC0002118,C0006423,Loyalty Save,Bill Waiver,17-08-2025,Email,No Response,Yes
RTC0002119,C0006425,At-Risk Outreach,Priority Support,29-10-2025,SMS,No Response,Yes
RTC0002120,C0006426,Renewal Nudge,Priority Support,08-01-2025,WhatsApp,Declined,No
RTC0002121,C0006428,Value Retention,Cashback Voucher,31-12-2025,SMS,Accepted,Yes
RTC0002122,C0006429,Loyalty Save,Extra Data 50GB,26-12-2025,SMS,Declined,Yes
RTC0002123,C0006435,At-Risk Outreach,Priority Support,25-02-2025,WhatsApp,Accepted,Yes
RTC0002124,C0006437,Loyalty Save,Cashback Voucher,22-01-2026,WhatsApp,No Response,Yes
RTC0002125,C0006443,Loyalty Save,Plan Upgrade Offer,23-07-2025,Call,Accepted,Yes
RTC0002126,C0006447,Value Retention,Priority Support,31-07-2025,Email,Accepted,Yes
RTC0002127,C0006448,Renewal Nudge,Bill Waiver,26-03-2025,Email,Declined,Yes
RTC0002128,C0006460,Win-Back Drive,Extra Data 50GB,06-11-2025,App,No Response,Yes
RTC0002129,C0006461,Renewal Nudge,Annual Plan Discount,24-08-2025,Email,No Response,No
RTC0002130,C0006462,Win-Back Drive,Extra Data 50GB,11-02-2026,SMS,No Response,Yes
RTC0002131,C0006464,Renewal Nudge,Plan Upgrade Offer,20-01-2025,Email,Declined,No
RTC0002132,C0006467,At-Risk Outreach,Loyalty Discount 10%,03-02-2025,Email,Accepted,Yes
RTC0002133,C0006468,Win-Back Drive,Annual Plan Discount,09-04-2025,Email,Accepted,Yes
RTC0002134,C0006472,Loyalty Save,Cashback Voucher,12-02-2025,Call,No Response,No
RTC0002135,C0006474,Renewal Nudge,Bill Waiver,05-07-2025,App,Accepted,No
RTC0002136,C0006475,Loyalty Save,Priority Support,16-10-2025,App,No Response,Yes
RTC0002137,C0006477,Win-Back Drive,Annual Plan Discount,16-05-2025,SMS,Accepted,No
RTC0002138,C0006479,Loyalty Save,Loyalty Discount 10%,05-03-2025,SMS,Accepted,Yes
