complaint_id,customer_id,complaint_date,complaint_type,severity,status,resolution_date
CMP00003660,C0004233,03-06-2016,Customer Service,Minor,Resolved,09-06-2016
CMP00003661,C0004234,09-06-2021,Data Speed,Minor,Unresolved,
CMP00003662,C0004238,28-02-2017,Recharge Not Credited,Moderate,Resolved,01-03-2017
CMP00003663,C0004239,09-10-2025,Service Quality,Moderate,Unresolved,
CMP00003664,C0004239,10-04-2017,Recharge Not Credited,Minor,Unresolved,
CMP00003665,C0004239,13-06-2024,Customer Service,Moderate,Resolved,14-06-2024
CMP00003666,C0004240,22-02-2019,Data Speed,Minor,Resolved,25-02-2019
CMP00003667,C0004240,25-11-2019,Data Speed,Major,Resolved,04-12-2019
CMP00003668,C0004241,31-03-2021,Service Quality,Minor,Resolved,01-04-2021
CMP00003669,C0004242,19-04-2018,Wrongful Charge,Moderate,Unresolved,
CMP00003670,C0004244,26-12-2023,Recharge Not Credited,Minor,Unresolved,
CMP00003671,C0004247,22-02-2024,Recharge Not Credited,Moderate,Unresolved,
CMP00003672,C0004247,04-04-2024,Billing Error,Major,Unresolved,
CMP00003673,C0004247,19-10-2022,Connection Down,Major,Resolved,24-10-2022
CMP00003674,C0004247,19-06-2022,Wrongful Charge,Major,Resolved,23-06-2022
CMP00003675,C0004249,08-01-2019,Recharge Not Credited,Minor,Resolved,13-01-2019
CMP00003676,C0004250,21-02-2022,Connection Down,Minor,Unresolved,
CMP00003677,C0004250,26-09-2024,Wrongful Charge,Severe,Resolved,03-10-2024
CMP00003678,C0004250,29-11-2023,Service Quality,Minor,Resolved,03-12-2023
CMP00003679,C0004250,12-07-2020,Service Quality,Moderate,Resolved,21-07-2020
CMP00003680,C0004251,14-07-2022,Service Quality,Moderate,Unresolved,
CMP00003681,C0004251,18-06-2021,Recharge Not Credited,Major,Unresolved,
CMP00003682,C0004255,24-02-2023,Data Speed,Moderate,Unresolved,
CMP00003683,C0004255,20-01-2017,Network Coverage,Major,Resolved,28-01-2017
CMP00003684,C0004255,17-04-2021,Customer Service,Moderate,Resolved,21-04-2021
CMP00003685,C0004255,12-08-2021,Service Quality,Minor,Resolved,21-08-2021
CMP00003686,C0004262,16-07-2014,Recharge Not Credited,Minor,Unresolved,
CMP00003687,C0004264,29-03-2018,Wrongful Charge,Minor,Unresolved,
CMP00003688,C0004265,22-04-2023,Billing Error,Moderate,Unresolved,
CMP00003689,C0004265,13-11-2017,Wrongful Charge,Severe,Unresolved,
CMP00003690,C0004266,15-09-2020,Connection Down,Moderate,Unresolved,
CMP00003691,C0004266,10-08-2020,Recharge Not Credited,Major,Resolved,12-08-2020
CMP00003692,C0004267,15-01-2018,Data Speed,Moderate,Unresolved,
CMP00003693,C0004267,18-05-2021,Data Speed,Moderate,Resolved,24-05-2021
CMP00003694,C0004268,08-09-2020,Network Coverage,Moderate,Unresolved,
CMP00003695,C0004270,20-06-2024,Network Coverage,Severe,Unresolved,
CMP00003696,C0004270,19-03-2018,Customer Service,Moderate,Resolved,20-03-2018
CMP00003697,C0004272,14-08-2021,Data Speed,Minor,Unresolved,
CMP00003698,C0004272,13-09-2014,Connection Down,Moderate,Resolved,21-09-2014
CMP00003699,C0004273,09-03-2026,Recharge Not Credited,Minor,Unresolved,
CMP00003700,C0004274,23-01-2014,Customer Service,Moderate,Resolved,23-01-2014
CMP00003701,C0004274,30-03-2023,Service Quality,Moderate,Resolved,04-04-2023
CMP00003702,C0004276,07-01-2021,Service Quality,Major,Unresolved,
CMP00003703,C0004278,17-10-2021,Wrongful Charge,Minor,Resolved,18-10-2021
CMP00003704,C0004281,13-02-2025,Service Quality,Major,Resolved,20-02-2025
CMP00003705,C0004283,07-10-2020,Billing Error,Minor,Unresolved,
CMP00003706,C0004283,02-12-2017,Customer Service,Severe,Resolved,04-12-2017
CMP00003707,C0004284,24-09-2022,Service Quality,Moderate,Unresolved,
CMP00003708,C0004284,12-06-2022,Wrongful Charge,Minor,Unresolved,
CMP00003709,C0004285,23-07-2015,Recharge Not Credited,Moderate,Resolved,28-07-2015
CMP00003710,C0004285,30-04-2024,Network Coverage,Moderate,Resolved,03-05-2024
CMP00003711,C0004287,16-12-2020,Network Coverage,Minor,Unresolved,
CMP00003712,C0004287,05-02-2014,Customer Service,Moderate,Unresolved,
CMP00003713,C0004288,05-02-2017,Recharge Not Credited,Minor,Unresolved,
CMP00003714,C0004289,06-01-2021,Connection Down,Moderate,Unresolved,
CMP00003715,C0004291,08-12-2021,Data Speed,Major,Resolved,14-12-2021
CMP00003716,C0004292,23-01-2014,Connection Down,Major,Unresolved,
CMP00003717,C0004294,23-06-2021,Service Quality,Minor,Unresolved,
CMP00003718,C0004294,12-11-2021,Billing Error,Minor,Resolved,16-11-2021
CMP00003719,C0004295,15-05-2021,Service Quality,Minor,Resolved,16-05-2021
CMP00003720,C0004298,10-09-2014,Wrongful Charge,Moderate,Unresolved,
CMP00003721,C0004298,03-03-2021,Connection Down,Minor,Resolved,12-03-2021
CMP00003722,C0004299,10-03-2014,Data Speed,Moderate,Unresolved,
CMP00003723,C0004299,04-07-2018,Recharge Not Credited,Moderate,Resolved,08-07-2018
CMP00003724,C0004300,30-10-2015,Recharge Not Credited,Minor,Resolved,06-11-2015
CMP00003725,C0004300,28-09-2015,Connection Down,Minor,Resolved,08-10-2015
CMP00003726,C0004302,04-12-2019,Connection Down,Major,Unresolved,
CMP00003727,C0004303,16-02-2026,Service Quality,Minor,Unresolved,
CMP00003728,C0004303,18-09-2020,Billing Error,Severe,Resolved,21-09-2020
CMP00003729,C0004304,14-08-2014,Customer Service,Major,Unresolved,
CMP00003730,C0004304,25-05-2022,Recharge Not Credited,Minor,Unresolved,
CMP00003731,C0004305,26-07-2022,Billing Error,Moderate,Unresolved,
CMP00003732,C0004305,16-08-2023,Billing Error,Moderate,Unresolved,
CMP00003733,C0004309,02-12-2017,Wrongful Charge,Major,Unresolved,
CMP00003734,C0004314,01-09-2014,Network Coverage,Major,Unresolved,
CMP00003735,C0004315,22-08-2020,Connection Down,Moderate,Resolved,30-08-2020
CMP00003736,C0004315,21-07-2019,Customer Service,Minor,Resolved,31-07-2019
CMP00003737,C0004317,12-02-2026,Recharge Not Credited,Severe,Resolved,12-02-2026
CMP00003738,C0004317,04-08-2021,Service Quality,Severe,Resolved,11-08-2021
CMP00003739,C0004317,15-07-2021,Recharge Not Credited,Severe,Resolved,24-07-2021
CMP00003740,C0004318,22-08-2016,Service Quality,Major,Resolved,31-08-2016
CMP00003741,C0004319,02-02-2017,Service Quality,Major,Unresolved,
CMP00003742,C0004319,30-01-2016,Connection Down,Minor,Resolved,07-02-2016
CMP00003743,C0004320,02-11-2014,Billing Error,Minor,Unresolved,
CMP00003744,C0004321,21-04-2019,Wrongful Charge,Moderate,Unresolved,
CMP00003745,C0004322,30-11-2018,Service Quality,Moderate,Unresolved,
CMP00003746,C0004322,31-07-2020,Wrongful Charge,Moderate,Resolved,06-08-2020
CMP00003747,C0004323,24-03-2015,Billing Error,Moderate,Resolved,31-03-2015
CMP00003748,C0004324,01-02-2026,Data Speed,Major,Unresolved,
CMP00003749,C0004324,18-04-2019,Recharge Not Credited,Major,Resolved,20-04-2019
CMP00003750,C0004324,11-11-2018,Wrongful Charge,Moderate,Resolved,15-11-2018
CMP00003751,C0004325,29-05-2015,Wrongful Charge,Moderate,Unresolved,
CMP00003752,C0004327,03-02-2020,Wrongful Charge,Major,Unresolved,
CMP00003753,C0004328,11-05-2020,Connection Down,Major,Resolved,15-05-2020
CMP00003754,C0004331,21-03-2021,Service Quality,Moderate,Unresolved,
CMP00003755,C0004331,04-10-2023,Billing Error,Minor,Resolved,08-10-2023
CMP00003756,C0004332,06-10-2016,Service Quality,Moderate,Unresolved,
CMP00003757,C0004333,17-07-2015,Wrongful Charge,Minor,Resolved,25-07-2015
CMP00003758,C0004335,27-01-2014,Data Speed,Moderate,Unresolved,
CMP00003759,C0004338,29-06-2023,Network Coverage,Moderate,Unresolved,
CMP00003760,C0004341,22-02-2014,Recharge Not Credited,Major,Resolved,02-03-2014
CMP00003761,C0004342,05-07-2017,Data Speed,Minor,Resolved,13-07-2017
CMP00003762,C0004342,26-12-2025,Connection Down,Moderate,Resolved,05-01-2026
CMP00003763,C0004343,31-07-2016,Network Coverage,Moderate,Unresolved,
CMP00003764,C0004343,19-03-2026,Wrongful Charge,Minor,Resolved,25-03-2026
CMP00003765,C0004344,17-07-2018,Billing Error,Minor,Resolved,17-07-2018
CMP00003766,C0004346,06-10-2014,Recharge Not Credited,Major,Unresolved,
CMP00003767,C0004347,11-07-2023,Data Speed,Minor,Resolved,14-07-2023
CMP00003768,C0004347,16-04-2023,Wrongful Charge,Moderate,Resolved,21-04-2023
CMP00003769,C0004349,03-05-2020,Recharge Not Credited,Minor,Resolved,13-05-2020
CMP00003770,C0004351,12-12-2022,Network Coverage,Moderate,Unresolved,
CMP00003771,C0004351,30-05-2022,Service Quality,Severe,Resolved,01-06-2022
CMP00003772,C0004353,11-08-2025,Billing Error,Minor,Resolved,15-08-2025
CMP00003773,C0004357,10-11-2019,Billing Error,Major,Unresolved,
CMP00003774,C0004357,14-11-2014,Service Quality,Minor,Resolved,22-11-2014
CMP00003775,C0004357,27-09-2015,Recharge Not Credited,Major,Resolved,03-10-2015
CMP00003776,C0004357,18-08-2020,Customer Service,Minor,Resolved,23-08-2020
CMP00003777,C0004358,09-12-2021,Service Quality,Major,Unresolved,
CMP00003778,C0004361,22-11-2024,Data Speed,Moderate,Resolved,24-11-2024
CMP00003779,C0004362,23-10-2025,Billing Error,Moderate,Unresolved,
CMP00003780,C0004363,03-07-2025,Wrongful Charge,Major,Resolved,11-07-2025
CMP00003781,C0004365,18-09-2018,Billing Error,Severe,Unresolved,
CMP00003782,C0004365,04-01-2015,Billing Error,Minor,Resolved,06-01-2015
CMP00003783,C0004366,09-12-2021,Recharge Not Credited,Moderate,Unresolved,
CMP00003784,C0004367,22-10-2015,Wrongful Charge,Minor,Resolved,29-10-2015
CMP00003785,C0004369,04-06-2018,Recharge Not Credited,Minor,Unresolved,
CMP00003786,C0004372,04-09-2018,Customer Service,Minor,Unresolved,
CMP00003787,C0004373,05-10-2018,Customer Service,Moderate,Unresolved,
CMP00003788,C0004374,24-01-2024,Data Speed,Minor,Unresolved,
CMP00003789,C0004374,23-04-2015,Wrongful Charge,Minor,Unresolved,
CMP00003790,C0004377,13-08-2017,Data Speed,Severe,Unresolved,
CMP00003791,C0004377,24-03-2024,Wrongful Charge,Moderate,Unresolved,
CMP00003792,C0004377,30-10-2015,Connection Down,Minor,Unresolved,
CMP00003793,C0004377,10-10-2022,Customer Service,Moderate,Resolved,15-10-2022
CMP00003794,C0004378,20-02-2015,Wrongful Charge,Minor,Unresolved,
CMP00003795,C0004378,11-11-2014,Service Quality,Major,Resolved,16-11-2014
CMP00003796,C0004379,25-03-2025,Service Quality,Minor,Unresolved,
CMP00003797,C0004379,15-09-2021,Network Coverage,Moderate,Resolved,19-09-2021
CMP00003798,C0004381,02-05-2016,Service Quality,Major,Unresolved,
CMP00003799,C0004383,25-04-2022,Recharge Not Credited,Minor,Resolved,05-05-2022
CMP00003800,C0004383,18-12-2016,Customer Service,Major,Resolved,20-12-2016
CMP00003801,C0004384,26-09-2014,Connection Down,Major,Unresolved,
CMP00003802,C0004384,03-10-2018,Wrongful Charge,Minor,Resolved,12-10-2018
CMP00003803,C0004385,07-04-2024,Wrongful Charge,Moderate,Unresolved,
CMP00003804,C0004385,03-05-2020,Connection Down,Minor,Resolved,12-05-2020
CMP00003805,C0004388,19-09-2018,Network Coverage,Moderate,Resolved,19-09-2018
CMP00003806,C0004389,19-08-2025,Customer Service,Moderate,Resolved,25-08-2025
CMP00003807,C0004390,26-09-2017,Connection Down,Minor,Resolved,02-10-2017
CMP00003808,C0004390,01-10-2020,Recharge Not Credited,Major,Resolved,08-10-2020
CMP00003809,C0004390,18-11-2021,Service Quality,Major,Resolved,22-11-2021
CMP00003810,C0004391,19-02-2026,Data Speed,Moderate,Unresolved,
CMP00003811,C0004391,12-01-2021,Data Speed,Severe,Unresolved,
CMP00003812,C0004391,28-06-2019,Data Speed,Moderate,Resolved,30-06-2019
CMP00003813,C0004392,22-11-2014,Data Speed,Minor,Unresolved,
CMP00003814,C0004392,30-06-2025,Recharge Not Credited,Moderate,Unresolved,
CMP00003815,C0004394,09-01-2015,Network Coverage,Major,Unresolved,
CMP00003816,C0004394,28-08-2019,Connection Down,Minor,Resolved,29-08-2019
CMP00003817,C0004395,30-01-2018,Service Quality,Major,Resolved,03-02-2018
CMP00003818,C0004397,27-10-2018,Data Speed,Minor,Resolved,28-10-2018
CMP00003819,C0004399,05-08-2015,Customer Service,Severe,Resolved,06-08-2015
CMP00003820,C0004400,10-07-2019,Network Coverage,Major,Resolved,14-07-2019
CMP00003821,C0004400,27-07-2019,Customer Service,Moderate,Resolved,04-08-2019
CMP00003822,C0004402,27-02-2025,Billing Error,Moderate,Unresolved,
CMP00003823,C0004402,24-10-2014,Network Coverage,Minor,Resolved,29-10-2014
CMP00003824,C0004403,23-10-2023,Wrongful Charge,Minor,Unresolved,
CMP00003825,C0004403,04-11-2018,Data Speed,Minor,Resolved,10-11-2018
CMP00003826,C0004404,19-07-2019,Service Quality,Moderate,Unresolved,
CMP00003827,C0004405,13-09-2015,Service Quality,Major,Resolved,14-09-2015
CMP00003828,C0004405,03-08-2022,Connection Down,Minor,Resolved,12-08-2022
CMP00003829,C0004406,02-01-2019,Wrongful Charge,Severe,Resolved,04-01-2019
CMP00003830,C0004407,27-10-2022,Service Quality,Minor,Resolved,05-11-2022
CMP00003831,C0004409,06-11-2021,Wrongful Charge,Minor,Resolved,13-11-2021
CMP00003832,C0004412,28-06-2021,Service Quality,Severe,Resolved,05-07-2021
CMP00003833,C0004412,23-06-2017,Data Speed,Minor,Resolved,28-06-2017
CMP00003834,C0004415,07-02-2015,Customer Service,Moderate,Unresolved,
CMP00003835,C0004416,15-02-2020,Wrongful Charge,Moderate,Unresolved,
CMP00003836,C0004418,27-06-2019,Data Speed,Major,Resolved,04-07-2019
CMP00003837,C0004419,22-02-2024,Data Speed,Minor,Unresolved,
CMP00003838,C0004422,02-12-2025,Service Quality,Moderate,Resolved,08-12-2025
CMP00003839,C0004423,11-04-2021,Recharge Not Credited,Major,Resolved,20-04-2021
CMP00003840,C0004424,20-10-2025,Recharge Not Credited,Moderate,Resolved,22-10-2025
CMP00003841,C0004425,01-11-2022,Billing Error,Minor,Resolved,10-11-2022
CMP00003842,C0004428,25-10-2016,Customer Service,Moderate,Unresolved,
CMP00003843,C0004429,28-10-2016,Customer Service,Moderate,Resolved,03-11-2016
CMP00003844,C0004429,07-02-2018,Service Quality,Moderate,Resolved,15-02-2018
CMP00003845,C0004430,05-07-2021,Service Quality,Major,Unresolved,
CMP00003846,C0004430,12-03-2022,Connection Down,Moderate,Resolved,19-03-2022
CMP00003847,C0004430,25-02-2022,Wrongful Charge,Minor,Resolved,01-03-2022
CMP00003848,C0004432,16-09-2015,Network Coverage,Moderate,Unresolved,
CMP00003849,C0004434,09-09-2014,Recharge Not Credited,Minor,Unresolved,
CMP00003850,C0004438,28-06-2025,Network Coverage,Moderate,Resolved,30-06-2025
CMP00003851,C0004440,13-09-2020,Billing Error,Minor,Unresolved,
CMP00003852,C0004441,05-06-2025,Customer Service,Moderate,Unresolved,
CMP00003853,C0004441,08-05-2024,Data Speed,Severe,Resolved,08-05-2024
CMP00003854,C0004443,13-09-2024,Recharge Not Credited,Moderate,Unresolved,
CMP00003855,C0004443,30-08-2014,Billing Error,Moderate,Resolved,04-09-2014
CMP00003856,C0004444,13-02-2024,Connection Down,Severe,Resolved,20-02-2024
CMP00003857,C0004445,27-02-2014,Connection Down,Moderate,Unresolved,
CMP00003858,C0004445,03-12-2016,Data Speed,Major,Unresolved,
CMP00003859,C0004447,18-06-2021,Service Quality,Moderate,Unresolved,
CMP00003860,C0004447,02-11-2022,Data Speed,Major,Resolved,07-11-2022
CMP00003861,C0004448,06-07-2019,Connection Down,Minor,Resolved,14-07-2019
CMP00003862,C0004449,17-09-2014,Billing Error,Minor,Resolved,26-09-2014
CMP00003863,C0004452,06-01-2014,Connection Down,Moderate,Unresolved,
CMP00003864,C0004452,21-01-2024,Connection Down,Moderate,Resolved,21-01-2024
CMP00003865,C0004452,13-02-2023,Network Coverage,Minor,Resolved,22-02-2023
CMP00003866,C0004454,28-03-2026,Wrongful Charge,Severe,Resolved,31-03-2026
CMP00003867,C0004456,19-12-2022,Connection Down,Minor,Unresolved,
CMP00003868,C0004458,04-04-2015,Connection Down,Major,Unresolved,
CMP00003869,C0004458,24-11-2018,Customer Service,Major,Resolved,28-11-2018
CMP00003870,C0004459,02-05-2019,Data Speed,Minor,Resolved,03-05-2019
CMP00003871,C0004461,10-08-2017,Network Coverage,Major,Resolved,16-08-2017
CMP00003872,C0004461,14-07-2017,Recharge Not Credited,Major,Resolved,20-07-2017
CMP00003873,C0004461,10-01-2026,Service Quality,Minor,Resolved,15-01-2026
CMP00003874,C0004467,26-08-2024,Network Coverage,Moderate,Resolved,31-08-2024
CMP00003875,C0004468,03-04-2020,Customer Service,Moderate,Resolved,13-04-2020
CMP00003876,C0004469,18-07-2014,Connection Down,Major,Resolved,20-07-2014
CMP00003877,C0004470,01-07-2023,Wrongful Charge,Moderate,Unresolved,
CMP00003878,C0004470,02-01-2020,Billing Error,Minor,Resolved,09-01-2020
CMP00003879,C0004471,02-02-2025,Data Speed,Moderate,Unresolved,
CMP00003880,C0004472,25-09-2014,Connection Down,Moderate,Resolved,28-09-2014
CMP00003881,C0004473,22-09-2018,Recharge Not Credited,Major,Unresolved,
CMP00003882,C0004473,25-03-2025,Service Quality,Minor,Resolved,01-04-2025
CMP00003883,C0004473,30-10-2020,Wrongful Charge,Major,Resolved,02-11-2020
CMP00003884,C0004473,14-02-2025,Billing Error,Moderate,Resolved,23-02-2025
CMP00003885,C0004476,04-01-2018,Recharge Not Credited,Minor,Resolved,07-01-2018
CMP00003886,C0004478,01-04-2014,Network Coverage,Minor,Unresolved,
CMP00003887,C0004478,02-09-2019,Service Quality,Minor,Resolved,10-09-2019
CMP00003888,C0004480,09-11-2017,Data Speed,Severe,Unresolved,
CMP00003889,C0004480,10-01-2014,Data Speed,Severe,Unresolved,
CMP00003890,C0004480,05-12-2024,Billing Error,Minor,Resolved,12-12-2024
CMP00003891,C0004482,13-02-2024,Data Speed,Moderate,Unresolved,
CMP00003892,C0004483,24-05-2016,Wrongful Charge,Major,Unresolved,
CMP00003893,C0004483,02-09-2022,Data Speed,Moderate,Resolved,12-09-2022
CMP00003894,C0004483,17-04-2025,Network Coverage,Major,Resolved,21-04-2025
CMP00003895,C0004484,18-05-2015,Service Quality,Moderate,Unresolved,
CMP00003896,C0004485,11-05-2019,Billing Error,Major,Resolved,11-05-2019
CMP00003897,C0004486,28-04-2022,Wrongful Charge,Major,Unresolved,
CMP00003898,C0004486,26-04-2022,Billing Error,Moderate,Resolved,05-05-2022
CMP00003899,C0004487,20-01-2022,Data Speed,Moderate,Resolved,25-01-2022
CMP00003900,C0004488,08-04-2020,Network Coverage,Major,Unresolved,
CMP00003901,C0004488,24-04-2020,Data Speed,Severe,Unresolved,
CMP00003902,C0004488,20-04-2015,Network Coverage,Minor,Resolved,28-04-2015
CMP00003903,C0004488,06-12-2017,Service Quality,Minor,Resolved,12-12-2017
CMP00003904,C0004491,13-12-2024,Billing Error,Minor,Unresolved,
CMP00003905,C0004491,27-12-2015,Recharge Not Credited,Major,Unresolved,
CMP00003906,C0004493,21-10-2023,Recharge Not Credited,Minor,Resolved,29-10-2023
CMP00003907,C0004493,18-08-2015,Customer Service,Major,Resolved,25-08-2015
CMP00003908,C0004496,24-10-2016,Customer Service,Minor,Unresolved,
CMP00003909,C0004496,03-01-2024,Wrongful Charge,Minor,Resolved,06-01-2024
CMP00003910,C0004497,17-12-2014,Connection Down,Minor,Unresolved,
CMP00003911,C0004497,22-04-2014,Service Quality,Moderate,Resolved,29-04-2014
CMP00003912,C0004498,10-06-2021,Service Quality,Minor,Resolved,15-06-2021
CMP00003913,C0004498,15-02-2019,Data Speed,Severe,Resolved,19-02-2019
CMP00003914,C0004499,11-10-2022,Data Speed,Severe,Unresolved,
CMP00003915,C0004504,15-01-2026,Data Speed,Moderate,Resolved,22-01-2026
CMP00003916,C0004504,05-10-2024,Data Speed,Moderate,Resolved,07-10-2024
CMP00003917,C0004505,05-11-2020,Connection Down,Moderate,Resolved,10-11-2020
CMP00003918,C0004506,16-04-2024,Data Speed,Major,Unresolved,
CMP00003919,C0004508,17-04-2021,Wrongful Charge,Moderate,Resolved,25-04-2021
CMP00003920,C0004509,09-06-2025,Customer Service,Minor,Unresolved,
CMP00003921,C0004509,21-12-2018,Data Speed,Minor,Unresolved,
CMP00003922,C0004509,28-01-2017,Billing Error,Major,Resolved,04-02-2017
CMP00003923,C0004509,09-04-2014,Billing Error,Moderate,Resolved,10-04-2014
CMP00003924,C0004514,10-09-2015,Customer Service,Major,Unresolved,
CMP00003925,C0004514,24-08-2023,Data Speed,Moderate,Resolved,02-09-2023
CMP00003926,C0004515,25-10-2014,Network Coverage,Major,Unresolved,
CMP00003927,C0004515,18-09-2014,Connection Down,Moderate,Resolved,21-09-2014
CMP00003928,C0004518,04-07-2020,Connection Down,Minor,Resolved,12-07-2020
CMP00003929,C0004519,06-07-2023,Service Quality,Minor,Resolved,13-07-2023
CMP00003930,C0004519,02-03-2016,Service Quality,Moderate,Resolved,05-03-2016
CMP00003931,C0004520,23-04-2017,Recharge Not Credited,Moderate,Resolved,24-04-2017
CMP00003932,C0004520,23-12-2022,Customer Service,Major,Resolved,27-12-2022
CMP00003933,C0004522,01-12-2014,Data Speed,Major,Unresolved,
CMP00003934,C0004524,15-09-2021,Billing Error,Minor,Unresolved,
CMP00003935,C0004525,08-06-2020,Network Coverage,Minor,Unresolved,
CMP00003936,C0004526,08-12-2021,Network Coverage,Minor,Resolved,14-12-2021
CMP00003937,C0004527,13-04-2017,Customer Service,Severe,Unresolved,
CMP00003938,C0004527,15-12-2014,Data Speed,Minor,Resolved,23-12-2014
